,Consultas,Consultas de Atención Inmediata,Consultantes al Establecimiento,Consultantes Nuevos,Consultantes Asegurados,Médicos,Horas Médicas Programadas,Horas Médicas Efectivas,Consultorios Fisicos,Consultorios Funcionales,Egresos,Estancias,Pacientes dias,Dias cama disponible,Camas hospitalarias,Def. antes 48 hrs,Def. despues 48 hrs,Reingresos,Total I.Q.,Cirugia Mayor de AC,Cirugia Menor de MC,Cirugia Mayor de BC,Cirugia Menor de AR,Cirugia Menor de BR,Horas Uso Sala,Horas Programadas,Salas Quirúrgicas,Operaciones Suspendidas,Intervenciones Q Programadas,Total partos,Partos sin complicación,Partos con complicación,Sala de partos,Cesareas,Nacimientos,Nacidos vivos,Total de atenciones,Prioridad I,Prioridad II,Prioridad III,Prioridad IV,Sesiones Odontológicas,Trabajos Odontológicos,Consultantes de odontología,Odontólogos,Horas odontológicas efecivas,Horas odontológicas programadas,Consultorios fisicos Odontólogi,Consultorios funcional Odontó ,Recetas despachadas,Recetas despachadas C E,Análisis de laboratorio,Análisis de laboratorio C E,Exámenes radiológicos,Exámenes radiológicos C E,Placas radiológicas,Placas radiológicas C E,Mamografias Preventivas,Muestras Porcesas x PAP,3era. Dosis Pentavalente,Control de Enfermería,Control de nutrición,Control de Trabajo Social,Educación Grupal de enfermería,Educación Grupal de Nutrución,Educación Grupal Trabajo Social,Educación Grupal de Obstetricia,Psicoprofilaxis de Obstetricia,Visitas Domiciliarias de Enferm,Visitas Domiciliarias de Nutric,Visitas Domiciliarias de Obstet,Visitas Domiciliarias de T S,Atenciones Psicología,Psicoprofilaxis de Psicología,Visitas Domiciliarias de Psicol
C.A.P.I-CHURCAMPA_per_2018-07,626,,47,18,47,1,100,100,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,5,2,4,475,1585,354,1,100,100,1,2,725,246,356,115,,,,,6,15,0,465,,,4,,,2,0,,,3,,,,
C.A.P.I-CHURCAMPA_per_2018-08,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,0,,,0,0,,,0,,,,
C.A.P.I-CHURCAMPA_per_2018-09,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,0,,,0,0,,,0,,,,
C.A.P.I-CHURCAMPA_per_2018-10,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,0,,,0,0,,,0,,,,
C.A.P.I-CHURCAMPA_per_2018-11,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,0,,,0,0,,,0,,,,
C.A.P.I-CHURCAMPA_per_2018-12,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,0,,,0,0,,,0,,,,
C.A.P.I-CORACORA_per_2018-01,470,,434,54,434,1,142,94,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,64,15,328,699,203,1,77,144,1,1,1130,964,,,,,,,0,31,0,205,0,,3,0,,9,3,1,,4,,0,,
C.A.P.I-CORACORA_per_2018-02,381,,291,14,291,1,132,77,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,60,8,315,674,190,1,105,144,1,1,1121,945,,,,,,,1,18,0,223,0,,0,0,,9,6,3,,2,,12,,
C.A.P.I-CORACORA_per_2018-03,487,,269,19,269,1,130,98,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,85,15,204,231,58,1,100,150,1,1,1261,1071,,,,,,,1,22,0,178,0,,4,0,,8,6,6,,2,,10,,
C.A.P.I-CORACORA_per_2018-04,283,,199,12,199,1,90,90,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,7,5,100,201,53,1,90,90,1,1,926,880,,,,,,,1,11,0,169,0,,2,0,,8,6,0,,2,,9,,
C.A.P.I-CORACORA_per_2018-05,564,,227,30,227,1,86,86,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,30,4,202,405,102,1,108,108,1,1,1678,1527,,,,,,,0,0,0,235,0,,2,0,,1,2,3,,0,,9,,
C.A.P.I-CORACORA_per_2018-06,536,,200,32,200,1,84,84,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,57,2,286,569,137,1,96,96,1,1,1645,1374,,,,,,,0,14,1,141,9,,3,1,,3,4,4,,1,,0,,
C.A.P.I-CORACORA_per_2018-07,489,,106,15,106,1,82,82,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,81,14,257,499,103,1,92,92,1,1,1516,1366,,,,,,,0,0,2,212,0,,4,0,,3,2,4,,4,,0,,
C.A.P.I-CORACORA_per_2018-08,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,,0,0,,0,0,0,,0,,0,,
C.A.P.I-CORACORA_per_2018-09,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,,0,0,,0,0,0,,0,,0,,
C.A.P.I-CORACORA_per_2018-10,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,,0,0,,0,0,0,,0,,0,,
C.A.P.I-CORACORA_per_2018-11,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,,0,0,,0,0,0,,0,,0,,
C.A.P.I-CORACORA_per_2018-12,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,,0,0,,0,0,0,,0,,0,,
C.A.P.I-DESAGUADERO_per_2018-01,514,,423,23,423,1,100,100,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,11,,312,634,278,1,100,100,1,1,854,709,276,228,,,,,2,20,1,262,329,,4,4,,0,0,3,1,1,,,,
C.A.P.I-DESAGUADERO_per_2018-02,500,,315,30,315,1,100,100,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,10,,312,669,147,1,100,100,1,1,777,626,301,269,,,,,3,10,1,289,306,,3,4,,0,0,1,2,1,,,,
C.A.P.I-DESAGUADERO_per_2018-03,468,,189,42,189,1,100,100,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,6,,228,519,111,1,100,100,1,1,819,680,426,356,,,,,5,20,1,296,138,,5,8,,0,1,1,4,3,,,,
C.A.P.I-DESAGUADERO_per_2018-04,537,,144,41,144,1,100,100,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,11,,224,500,94,1,100,100,1,1,1093,873,377,366,,,,,4,20,0,348,116,,2,6,,0,1,2,4,2,,,,
C.A.P.I-DESAGUADERO_per_2018-05,515,,98,26,98,1,100,100,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,6,,264,532,90,1,100,100,1,1,880,700,603,566,,,,,0,13,1,287,81,,3,5,,0,0,2,2,2,,,,
C.A.P.I-DESAGUADERO_per_2018-06,481,,100,35,100,1,100,100,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,9,,306,626,74,1,100,100,1,1,887,713,465,435,,,,,0,20,0,313,77,,2,4,,5,2,2,4,2,,,,
C.A.P.I-DESAGUADERO_per_2018-07,374,,75,36,75,1,82,82,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,9,,306,613,78,1,100,100,1,1,974,792,579,548,,,,,4,20,0,282,38,,6,5,,5,1,0,0,2,,,,
C.A.P.I-DESAGUADERO_per_2018-08,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,,0,0,,0,0,0,0,0,,,,
C.A.P.I-DESAGUADERO_per_2018-09,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,,0,0,,0,0,0,0,0,,,,
C.A.P.I-DESAGUADERO_per_2018-10,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,,0,0,,0,0,0,0,0,,,,
C.A.P.I-DESAGUADERO_per_2018-11,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,,0,0,,0,0,0,0,0,,,,
C.A.P.I-DESAGUADERO_per_2018-12,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,,0,0,,0,0,0,0,0,,,,
C.A.P.I-ECHARATE_per_2018-01,222,,172,30,172,1,44,44,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,2,2,2,,,,,,,,,320,320,,,,,,,,0,,85,,,0,,,,,2,,,,,,
C.A.P.I-ECHARATE_per_2018-02,154,,71,23,71,1,31,31,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,1,2,2,,,,,,,,,243,243,,,,,,,,0,,82,,,0,,,,,5,,,,,,
C.A.P.I-ECHARATE_per_2018-03,176,,70,23,70,1,35,35,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,2,2,2,,,,,,,,,255,255,,,,,,,,0,,84,,,2,,,,,1,,,,,,
C.A.P.I-ECHARATE_per_2018-04,245,,86,32,86,1,49,49,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,2,4,,,,,,,,,364,364,,,,,,,,0,,107,,,0,,,,,4,,,,,,
C.A.P.I-ECHARATE_per_2018-05,200,,58,21,58,1,40,40,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,2,1,0,,,,,,,,,278,278,,,,,,,,1,,53,,,0,,,,,3,,,,,,
C.A.P.I-ECHARATE_per_2018-06,188,,53,27,53,1,38,38,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,0,2,2,,,,,,,,,349,349,,,,,,,,0,,77,,,2,,,,,3,,,,,,
C.A.P.I-ECHARATE_per_2018-07,202,,59,36,59,1,40,40,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,3,2,,,,,,,,,377,377,,,,,,,,0,,92,,,2,,,,,5,,,,,,
C.A.P.I-ECHARATE_per_2018-08,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,,,,,,,,,0,0,,,,,,,,0,,0,,,0,,,,,0,,,,,,
C.A.P.I-ECHARATE_per_2018-09,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,,,,,,,,,0,0,,,,,,,,0,,0,,,0,,,,,0,,,,,,
C.A.P.I-ECHARATE_per_2018-10,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,,,,,,,,,0,0,,,,,,,,0,,0,,,0,,,,,0,,,,,,
C.A.P.I-ECHARATE_per_2018-11,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,,,,,,,,,0,0,,,,,,,,0,,0,,,0,,,,,0,,,,,,
C.A.P.I-ECHARATE_per_2018-12,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,,,,,,,,,0,0,,,,,,,,0,,0,,,0,,,,,0,,,,,,
C.A.P.I-EL PEDREGAL_per_2018-01,1216,,998,179,998,3,244,244,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,0,51,2,173,425,136,1,58,58,1,1,3448,2976,,,,,,,5,87,12,618,175,,12,4,,18,0,3,1,2,,,,
C.A.P.I-EL PEDREGAL_per_2018-02,1089,,625,136,625,2,204,204,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,0,13,9,271,548,174,1,90,90,1,1,2908,2424,,,,,,,8,178,12,374,211,,3,3,,7,6,0,0,6,,,,
C.A.P.I-EL PEDREGAL_per_2018-03,1119,,571,156,571,3,224,224,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,0,22,3,269,502,154,1,88,88,1,1,3003,2506,,,,,,,19,100,12,684,202,,12,8,,11,9,5,0,10,,,,
C.A.P.I-EL PEDREGAL_per_2018-04,1322,,544,166,544,3,264,264,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,1,44,9,293,704,162,1,96,96,1,1,3856,2559,,,,,,,7,76,13,664,244,,7,5,,5,24,5,0,4,,,,
C.A.P.I-EL PEDREGAL_per_2018-05,1479,,474,166,474,4,294,294,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,0,87,13,284,585,123,1,94,94,1,1,4611,3953,,,,,,,40,61,16,828,230,,10,0,,6,16,3,0,0,,,,
C.A.P.I-EL PEDREGAL_per_2018-06,1528,,440,173,440,3,304,304,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,108,,2,100,6,276,566,124,1,92,92,1,1,4753,4114,,,,,,,18,72,9,981,247,,0,6,,3,12,16,0,0,,,,
C.A.P.I-EL PEDREGAL_per_2018-07,1631,,432,43,432,3,324,324,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,145,,2,130,13,288,1146,116,1,96,96,1,1,5277,4610,,,,,,,21,82,9,822,52,,10,13,,7,12,0,0,0,,,,
C.A.P.I-EL PEDREGAL_per_2018-08,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,,0,0,,0,0,0,0,0,,,,
C.A.P.I-EL PEDREGAL_per_2018-09,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,,0,0,,0,0,0,0,0,,,,
C.A.P.I-EL PEDREGAL_per_2018-10,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,,0,0,,0,0,0,0,0,,,,
C.A.P.I-EL PEDREGAL_per_2018-11,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,,0,0,,0,0,0,0,0,,,,
C.A.P.I-EL PEDREGAL_per_2018-12,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,,0,0,,0,0,0,0,0,,,,
C.A.P.I-HUALGAYOC_per_2018-01,415,,323,45,323,1,100,100,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,0,2,8,360,660,316,1,100,100,1,1,687,657,0,0,14,14,28,28,7,16,2,179,,,0,,,0,0,4,,0,,,,
C.A.P.I-HUALGAYOC_per_2018-02,352,,213,17,213,1,100,100,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,0,2,6,288,536,178,1,100,100,1,1,673,635,0,0,15,15,30,30,0,0,3,189,,,1,,,0,0,2,,0,,,,
C.A.P.I-HUALGAYOC_per_2018-03,511,,212,31,212,1,100,100,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,0,3,0,294,602,208,1,100,100,1,1,694,624,0,0,25,25,41,41,1,12,1,185,,,4,,,0,0,2,,0,,,,
C.A.P.I-HUALGAYOC_per_2018-04,501,,178,26,178,1,100,100,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,2,0,225,574,136,1,100,100,1,1,721,650,0,0,12,12,24,24,1,0,0,175,,,2,,,0,2,3,,3,,,,
C.A.P.I-HUALGAYOC_per_2018-05,442,,112,25,112,1,100,100,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,1,0,257,539,69,1,100,100,1,1,707,650,340,340,23,23,38,38,3,28,1,171,,,2,,,0,2,2,,3,,,,
C.A.P.I-HUALGAYOC_per_2018-06,504,,109,22,109,1,100,100,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,1,4,0,232,532,91,1,100,100,1,1,716,637,283,283,12,12,24,24,3,0,4,168,,,2,,,2,4,3,,3,,,,
C.A.P.I-HUALGAYOC_per_2018-07,597,,108,22,108,1,100,100,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,1,4,0,297,644,150,1,100,100,1,1,811,726,163,163,15,15,29,29,7,27,1,175,,,3,,,3,6,4,,4,,,,
C.A.P.I-HUALGAYOC_per_2018-08,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,,0,,,,
C.A.P.I-HUALGAYOC_per_2018-09,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,,0,,,,
C.A.P.I-HUALGAYOC_per_2018-10,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,,0,,,,
C.A.P.I-HUALGAYOC_per_2018-11,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,,0,,,,
C.A.P.I-HUALGAYOC_per_2018-12,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,,0,,,,
C.A.P.I-HUANCASANCOS_per_2018-01,325,,230,16,230,1,92,65,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,282,77,1,46,108,1,1,1384,1193,,,,,,,0,15,1,142,,,4,,,5,0,2,,1,,,,
C.A.P.I-HUANCASANCOS_per_2018-02,292,,137,16,137,1,98,58,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191,394,58,1,64,96,1,1,1053,894,,,,,,,6,10,1,150,,,4,,,3,0,7,,6,,,,
C.A.P.I-HUANCASANCOS_per_2018-03,301,,121,12,121,1,100,60,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,387,66,1,63,83,1,1,1154,956,,,,,,,4,0,2,138,,,8,,,5,0,3,,3,,,,
C.A.P.I-HUANCASANCOS_per_2018-04,338,,113,17,113,1,100,68,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,400,70,1,65,84,1,1,1561,1331,,,,,,,3,20,0,131,,,6,,,4,0,3,,10,,,,
C.A.P.I-HUANCASANCOS_per_2018-05,123,,20,1,20,2,36,25,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,255,50,1,40,90,1,1,687,495,,,,,,,0,6,0,162,,,3,,,4,1,0,,9,,,,
C.A.P.I-HUANCASANCOS_per_2018-06,404,,84,19,84,1,84,81,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,634,85,1,63,88,1,1,1410,1208,,,,,,,0,26,1,263,,,1,,,4,1,0,,10,,,,
C.A.P.I-HUANCASANCOS_per_2018-07,424,,86,20,86,1,80,80,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,777,74,1,76,80,1,1,2089,1825,,,,,,,4,0,1,259,,,9,,,7,1,2,,5,,,,
C.A.P.I-HUANCASANCOS_per_2018-08,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,,,0,0,0,,0,,,,
C.A.P.I-HUANCASANCOS_per_2018-09,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,,,0,0,0,,0,,,,
C.A.P.I-HUANCASANCOS_per_2018-10,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,,,0,0,0,,0,,,,
C.A.P.I-HUANCASANCOS_per_2018-11,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,,,0,0,0,,0,,,,
C.A.P.I-HUANCASANCOS_per_2018-12,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,,,0,0,0,,0,,,,
C.A.P.I-HUAYTARA_per_2018-01,644,,609,9,609,1,125,125,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,5,0,,362,772,271,1,100,100,1,2,1162,975,868,868,,,,,9,27,1,293,,,0,,,1,1,2,,1,,,,
C.A.P.I-HUAYTARA_per_2018-02,650,,480,10,480,1,125,125,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,2,,347,808,124,1,150,150,1,2,902,730,746,746,,,,,8,23,1,289,,,1,,,0,1,1,,2,,,,
C.A.P.I-HUAYTARA_per_2018-03,532,,282,5,282,1,100,100,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,355,857,98,1,100,100,1,2,847,726,1442,1442,,,,,8,23,0,304,,,2,,,2,1,2,,3,,,,
C.A.P.I-HUAYTARA_per_2018-04,735,,274,8,274,1,130,130,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,1,7,,366,800,107,1,110,110,1,2,1387,1167,653,653,,,,,8,22,0,334,,,2,,,1,1,2,,3,,,,
C.A.P.I-HUAYTARA_per_2018-05,708,,211,5,211,1,130,130,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,5,,374,856,31,1,110,110,1,2,1070,924,1053,1053,,,,,0,6,1,354,,,2,,,1,1,2,,2,,,,
C.A.P.I-HUAYTARA_per_2018-06,775,,169,8,169,1,135,130,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,1,4,,204,480,10,1,55,55,1,2,1215,1100,816,816,,,,,7,7,2,386,,,2,,,1,4,2,,2,,,,
C.A.P.I-HUAYTARA_per_2018-07,665,,158,8,158,0,130,130,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,1,12,,356,825,25,1,110,110,1,2,914,783,791,791,,,,,8,0,0,340,,,4,,,0,2,4,,2,,,,
C.A.P.I-HUAYTARA_per_2018-08,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,0,,,0,0,0,,0,,,,
C.A.P.I-HUAYTARA_per_2018-09,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,0,,,0,0,0,,0,,,,
C.A.P.I-HUAYTARA_per_2018-10,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,0,,,0,0,0,,0,,,,
C.A.P.I-HUAYTARA_per_2018-11,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,0,,,0,0,0,,0,,,,
C.A.P.I-HUAYTARA_per_2018-12,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,0,,,0,0,0,,0,,,,
C.A.P.I-ILABAYA_per_2018-01,391,,295,60,295,1,76,76,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303,647,145,1,101,101,1,1,328,233,,,,,,,0,24,0,241,,,0,,,2,2,21,,23,,,,
C.A.P.I-ILABAYA_per_2018-02,408,,241,167,241,1,77,77,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,602,153,1,87,87,1,1,472,427,,,,,,,0,16,2,255,,,0,,,2,2,1,,16,,,,
C.A.P.I-ILABAYA_per_2018-03,456,,170,80,170,1,77,77,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,548,187,1,80,80,1,1,678,598,,,,,,,0,18,0,280,,,0,,,2,2,0,,15,,,,
C.A.P.I-ILABAYA_per_2018-04,423,,109,35,109,1,77,77,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,547,118,1,80,80,1,1,678,540,,,,,,,0,30,0,252,,,0,,,4,4,13,,13,,,,
C.A.P.I-ILABAYA_per_2018-05,437,,99,26,99,1,77,77,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244,549,117,1,80,80,1,1,718,575,,,,,,,0,20,0,314,,,0,,,5,5,25,,10,,,,
C.A.P.I-ILABAYA_per_2018-06,425,,74,38,74,1,77,77,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247,520,101,1,80,80,1,1,787,647,,,,,,,2,23,1,151,,,1,,,2,2,12,,19,,,,
C.A.P.I-ILABAYA_per_2018-07,432,,37,23,37,1,77,77,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,552,70,1,80,80,1,1,1016,845,,,,,,,2,18,1,163,,,0,,,3,3,9,,3,,,,
C.A.P.I-ILABAYA_per_2018-08,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,,,0,0,0,,0,,,,
C.A.P.I-ILABAYA_per_2018-09,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,,,0,0,0,,0,,,,
C.A.P.I-ILABAYA_per_2018-10,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,,,0,0,0,,0,,,,
C.A.P.I-ILABAYA_per_2018-11,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,,,0,0,0,,0,,,,
