,Consultas,Consultas de Atención Inmediata,Consultantes al Establecimiento,Consultantes Nuevos,Consultantes Asegurados,Médicos,Horas Médicas Programadas,Horas Médicas Efectivas,Consultorios Fisicos,Consultorios Funcionales,Egresos,Estancias,Pacientes dias,Dias cama disponible,Camas hospitalarias,Def. antes 48 hrs,Def. despues 48 hrs,Reingresos,Total I.Q.,Cirugia Mayor de AC,Cirugia Menor de MC,Cirugia Mayor de BC,Cirugia Menor de AR,Cirugia Menor de BR,Horas Uso Sala,Horas Programadas,Salas Quirúrgicas,Operaciones Suspendidas,Intervenciones Q Programadas,Total partos,Partos sin complicación,Partos con complicación,Sala de partos,Cesareas,Nacimientos,Nacidos vivos,Total de atenciones,Prioridad I,Prioridad II,Prioridad III,Prioridad IV,Sesiones Odontológicas,Trabajos Odontológicos,Consultantes de odontología,Odontólogos,Horas odontológicas efecivas,Horas odontológicas programadas,Consultorios fisicos Odontólogi,Consultorios funcional Odontó ,Recetas despachadas,Recetas despachadas C E,Análisis de laboratorio,Análisis de laboratorio C E,Exámenes radiológicos,Exámenes radiológicos C E,Placas radiológicas,Placas radiológicas C E,Mamografias Preventivas,Muestras Porcesas x PAP,3era. Dosis Pentavalente,Control de Enfermería,Control de nutrición,Control de Trabajo Social,Educación Grupal de enfermería,Educación Grupal de Nutrución,Educación Grupal Trabajo Social,Educación Grupal de Obstetricia,Psicoprofilaxis de Obstetricia,Visitas Domiciliarias de Enferm,Visitas Domiciliarias de Nutric,Visitas Domiciliarias de Obstet,Visitas Domiciliarias de T S,Atenciones Psicología,Psicoprofilaxis de Psicología,Visitas Domiciliarias de Psicol
P.M.-CHUQUIBAMBA_per_2018-02,301,,116,18,116,1,60,60,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,5,,122,178,72,1,41,50,1,1,938,546,,,,,,,8,3,0,0,,,0,,,0,2,0,,6,,,,
P.M.-CHUQUIBAMBA_per_2018-03,307,,95,43,95,1,61,61,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,6,,94,144,64,1,31,50,1,1,1120,570,,,,,,,0,7,0,63,,,4,,,5,1,0,,3,,,,
P.M.-CHUQUIBAMBA_per_2018-04,333,,67,50,67,1,66,66,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,7,,128,205,70,1,43,100,1,1,1109,620,,,,,,,9,9,0,39,,,3,,,10,5,0,,12,,,,
P.M.-CHUQUIBAMBA_per_2018-05,252,,29,23,29,1,50,50,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,3,,92,166,46,1,30,50,1,1,994,466,,,,,,,3,17,0,57,,,2,,,20,6,0,,10,,,,
P.M.-CHUQUIBAMBA_per_2018-06,338,,78,27,78,1,75,68,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,10,,101,168,42,1,60,60,1,1,1206,642,,,,,,,0,5,2,59,,,3,,,4,5,2,,2,,,,
P.M.-CHUQUIBAMBA_per_2018-07,374,,51,19,51,1,75,74,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,6,,66,97,21,1,22,25,1,1,886,713,,,,,,,3,10,0,50,,,0,,,0,2,4,,0,,,,
P.M.-CHUQUIBAMBA_per_2018-08,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,,,0,0,0,,0,,,,
P.M.-CHUQUIBAMBA_per_2018-09,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,,,0,0,0,,0,,,,
P.M.-CHUQUIBAMBA_per_2018-10,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,,,0,0,0,,0,,,,
P.M.-CHUQUIBAMBA_per_2018-11,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,,,0,0,0,,0,,,,
P.M.-CHUQUIBAMBA_per_2018-12,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,,,0,0,0,,0,,,,
P.M.-CHUQUIBAMBILLA_per_2018-01,419,,335,5,335,1,78,78,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,2,3,215,1011,154,1,100,100,1,1,1281,1104,,,,,,,0,8,2,611,,,29,,,10,3,3,,3,,,,
P.M.-CHUQUIBAMBILLA_per_2018-02,412,,234,8,234,1,77,77,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,4,1,258,981,123,1,100,100,1,1,957,838,,,,,,,0,10,0,575,,,36,,,22,3,3,,3,,,,
P.M.-CHUQUIBAMBILLA_per_2018-03,440,,167,12,167,1,79,79,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,46,0,11,31,4,330,1179,183,1,100,100,1,1,1165,945,,,,,,,0,16,2,595,,,31,,,22,3,10,,3,,,,
P.M.-CHUQUIBAMBILLA_per_2018-04,424,,121,8,121,1,76,76,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,34,0,7,22,5,445,1009,191,2,151,151,1,1,1162,928,,,,,,,7,5,1,606,,,22,,,21,3,5,,3,,,,
P.M.-CHUQUIBAMBILLA_per_2018-05,339,,53,12,53,1,86,86,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,24,2,6,15,1,432,874,124,2,169,169,1,1,969,763,,,,,,,0,19,1,555,,,24,,,10,2,3,,2,,,,
P.M.-CHUQUIBAMBILLA_per_2018-06,382,,48,2,48,1,100,100,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0,0,17,0,254,641,31,1,94,94,1,1,1133,934,,,,,,,0,31,1,507,,,31,,,16,2,12,,4,,,,
P.M.-CHUQUIBAMBILLA_per_2018-07,293,,33,7,33,1,100,100,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,2,4,0,110,291,19,1,50,100,1,1,1009,827,,,,,,,0,22,3,470,,,34,,,15,2,15,,3,,,,
P.M.-CHUQUIBAMBILLA_per_2018-08,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,,,0,0,0,,0,,,,
P.M.-CHUQUIBAMBILLA_per_2018-09,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,,,0,0,0,,0,,,,
P.M.-CHUQUIBAMBILLA_per_2018-10,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,,,0,0,0,,0,,,,
P.M.-CHUQUIBAMBILLA_per_2018-11,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,,,0,0,0,,0,,,,
P.M.-CHUQUIBAMBILLA_per_2018-12,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,,,0,0,0,,0,,,,
P.M.-COBRIZA_per_2018-01,247,,216,10,216,1,51,49,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,5,26,4,136,374,84,1,49,54,1,1,1011,440,,,,,,,,,,208,,,5,,,,,5,,,,,,
P.M.-COBRIZA_per_2018-02,291,,165,15,165,1,61,58,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,2,27,7,133,366,59,1,48,53,1,1,854,520,,,,,,,,,,141,,,5,,,,,3,,,,,,
P.M.-COBRIZA_per_2018-03,265,,130,12,130,1,55,53,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,1,23,6,136,374,82,1,49,54,1,1,814,470,,,,,,,,,,134,,,8,,,,,7,,,,,,
P.M.-COBRIZA_per_2018-04,289,,90,17,90,1,60,58,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,6,24,5,101,303,50,1,34,35,1,1,1060,515,,,,,,,,,,154,,,5,,,,,5,,,,,,
P.M.-COBRIZA_per_2018-05,351,,84,15,84,1,73,70,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,3,18,43,128,382,48,1,43,44,1,1,1246,625,,,,,,,,,,154,,,5,,,,,5,,,,,,
P.M.-COBRIZA_per_2018-06,277,,56,14,56,1,57,55,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,0,14,11,95,285,7,1,32,33,0,0,1035,495,,,,,,,,,,127,,,15,,,,,7,,,,,,
P.M.-COBRIZA_per_2018-07,274,,40,7,40,1,57,55,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,2,11,18,90,270,14,1,30,31,1,1,935,485,,,,,,,,,,146,,,15,,,,,7,,,,,,
P.M.-COBRIZA_per_2018-08,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,,,,,0,,,,,,
P.M.-COBRIZA_per_2018-09,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,,,,,0,,,,,,
P.M.-COBRIZA_per_2018-10,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,,,,,0,,,,,,
P.M.-COBRIZA_per_2018-11,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,,,,,0,,,,,,
P.M.-COBRIZA_per_2018-12,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,0,,,,,0,,,,,,
P.M.-COLQUIJIRCA_per_2018-01,1023,,888,58,888,1,205,204,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,152,0,2,112,38,453,906,398,1,144,144,1,2,3079,2284,1594,1415,,,,,3,42,10,918,0,,,,,,0,0,,12,,,,
P.M.-COLQUIJIRCA_per_2018-02,1155,,686,35,686,2,230,230,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,94,0,1,84,9,824,824,734,1,264,264,1,2,2350,1710,3047,2527,,,,,0,42,4,824,0,,,,,,0,0,,23,,,,
P.M.-COLQUIJIRCA_per_2018-03,1038,,315,33,315,2,209,209,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,136,0,0,119,17,790,790,660,1,128,128,1,1,2356,1636,3643,3224,,,,,0,74,13,1249,0,,,,,,4,0,,20,,,,
P.M.-COLQUIJIRCA_per_2018-04,998,,201,30,201,2,196,196,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,75,1,0,0,74,297,595,203,1,96,96,0,0,2536,1979,1998,1795,,,,,16,49,5,1173,0,,,,,,0,4,,12,,,,
P.M.-COLQUIJIRCA_per_2018-05,844,,222,20,222,2,166,168,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,96,0,2,8,86,525,1050,301,2,168,168,1,2,2377,1834,2135,2049,,,,,0,35,9,1083,0,,,,,,6,0,,0,,,,
P.M.-COLQUIJIRCA_per_2018-06,901,,210,35,210,1,177,180,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,166,0,1,5,160,411,822,212,1,132,132,1,2,3001,2219,2326,2210,,,,,18,22,6,1237,0,,,,,,6,6,,10,,,,
P.M.-COLQUIJIRCA_per_2018-07,915,,159,31,159,1,179,183,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,116,0,1,9,106,300,600,125,1,96,96,1,2,2167,1809,2141,2026,,,,,3,33,6,992,406,,,,,,4,0,,12,,,,
P.M.-COLQUIJIRCA_per_2018-08,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,,,,,,0,0,,0,,,,
P.M.-COLQUIJIRCA_per_2018-09,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,,,,,,0,0,,0,,,,
P.M.-COLQUIJIRCA_per_2018-10,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,,,,,,0,0,,0,,,,
P.M.-COLQUIJIRCA_per_2018-11,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,,,,,,0,0,,0,,,,
P.M.-COLQUIJIRCA_per_2018-12,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,,,,,,0,0,,0,,,,
P.M.-CONCHUCOS_per_2018-01,139,,106,5,106,1,28,28,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,,,,,197,197,,,,,,,0,9,0,44,,,2,,,0,0,4,,4,,,,
P.M.-CONCHUCOS_per_2018-02,78,,32,5,32,1,21,21,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,,,,,156,156,,,,,,,8,3,0,40,,,1,,,0,0,4,,2,,,,
P.M.-CONCHUCOS_per_2018-03,144,,68,9,68,1,29,29,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,,,,,276,276,,,,,,,0,5,0,46,,,2,,,0,0,4,,0,,,,
P.M.-CONCHUCOS_per_2018-04,221,,77,13,77,1,44,44,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,,,,,458,458,,,,,,,0,14,0,74,,,2,,,0,0,4,,0,,,,
P.M.-CONCHUCOS_per_2018-05,274,,58,17,58,1,55,54,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,3,2,,,,,,,,,,460,460,,,,,,,0,0,0,117,,,1,,,1,1,4,,4,,,,
P.M.-CONCHUCOS_per_2018-06,199,,28,11,28,1,39,39,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,0,,,,,,,,,,329,329,,,,,,,3,0,1,105,,,0,,,2,0,2,,4,,,,
P.M.-CONCHUCOS_per_2018-07,232,,44,17,44,1,46,46,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,2,,,,,,,,,,438,430,,,,,,,0,0,0,127,,,0,,,0,0,2,,4,,,,
P.M.-CONCHUCOS_per_2018-08,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,,,,,0,0,,,,,,,0,0,0,0,,,0,,,0,0,0,,0,,,,
P.M.-CONCHUCOS_per_2018-09,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,,,,,0,0,,,,,,,0,0,0,0,,,0,,,0,0,0,,0,,,,
P.M.-CONCHUCOS_per_2018-10,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,,,,,0,0,,,,,,,0,0,0,0,,,0,,,0,0,0,,0,,,,
P.M.-CONCHUCOS_per_2018-11,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,,,,,0,0,,,,,,,0,0,0,0,,,0,,,0,0,0,,0,,,,
P.M.-CONCHUCOS_per_2018-12,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,,,,,0,0,,,,,,,0,0,0,0,,,0,,,0,0,0,,0,,,,
P.M.-CONO NORTE_per_2018-01,210,,186,78,186,1,100,100,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568,722,423,1,100,100,1,1,729,489,,,,,,,2,2,1,123,,,0,,,1,1,,,,,,,
P.M.-CONO NORTE_per_2018-02,195,,139,55,139,1,100,100,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434,662,144,1,100,100,1,1,644,478,,,,,,,2,10,0,0,,,0,,,1,1,,,,,,,
P.M.-CONO NORTE_per_2018-03,214,,115,105,115,1,100,100,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347,559,112,1,100,100,1,1,573,421,,,,,,,0,3,0,127,,,0,,,1,1,,,,,,,
P.M.-CONO NORTE_per_2018-04,248,,97,50,97,1,100,100,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283,447,105,1,100,100,1,1,778,606,,,,,,,3,7,2,161,,,0,,,1,1,,,,,,,
P.M.-CONO NORTE_per_2018-05,204,,76,38,76,1,100,100,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,484,98,1,100,100,1,1,794,618,,,,,,,4,6,1,104,,,0,,,1,1,,,,,,,
P.M.-CONO NORTE_per_2018-06,175,,57,33,57,1,100,100,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241,474,91,1,100,100,1,1,727,577,,,,,,,3,3,0,391,,,42,,,1,1,,,,,,,
P.M.-CONO NORTE_per_2018-07,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395,525,112,1,100,100,1,1,172,0,,,,,,,0,6,2,168,,,15,,,1,1,,,,,,,
P.M.-CONO NORTE_per_2018-08,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,,,0,0,,,,,,,
P.M.-CONO NORTE_per_2018-09,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,,,0,0,,,,,,,
P.M.-CONO NORTE_per_2018-10,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,,,0,0,,,,,,,
P.M.-CONO NORTE_per_2018-11,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,,,0,0,,,,,,,
P.M.-CONO NORTE_per_2018-12,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,,,0,0,,,,,,,
P.M.-CONSTRUCCION CIVIL_per_2018-01,1194,,954,85,954,3,266,266,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,817,268,1,164,164,1,1,1380,1315,,,,,,,,4,,268,37,,,,,,,,,0,,,,
P.M.-CONSTRUCCION CIVIL_per_2018-02,1166,,663,133,663,3,269,269,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,655,156,1,150,150,1,1,1441,1392,,,,,,,,11,,166,36,,,,,,,,,0,,,,
P.M.-CONSTRUCCION CIVIL_per_2018-03,825,,380,117,380,3,251,251,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,771,214,1,170,170,1,1,1491,1421,,,,,,,,9,,298,36,,,,,,,,,0,,,,
P.M.-CONSTRUCCION CIVIL_per_2018-04,887,,197,84,197,2,234,234,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379,911,379,1,182,182,1,1,1160,1098,,,,,,,,14,,522,29,,,,,,,,,68,,,,
P.M.-CONSTRUCCION CIVIL_per_2018-05,984,,105,39,105,2,260,260,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473,899,178,1,150,150,1,1,1851,1817,,,,,,,,0,,732,32,,,,,,,,,0,,,,
P.M.-CONSTRUCCION CIVIL_per_2018-06,611,,112,55,112,2,231,231,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442,724,260,1,176,176,1,1,1580,1527,,,,,,,,11,,228,18,,,,,,,,,0,,,,
P.M.-CONSTRUCCION CIVIL_per_2018-07,601,,126,60,126,1,125,125,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,508,136,1,100,100,1,1,1529,1481,,,,,,,,14,,404,18,,,,,,,,,0,,,,
P.M.-CONSTRUCCION CIVIL_per_2018-08,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,0,0,,,,,,,,,0,,,,
P.M.-CONSTRUCCION CIVIL_per_2018-09,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,0,0,,,,,,,,,0,,,,
P.M.-CONSTRUCCION CIVIL_per_2018-10,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,0,0,,,,,,,,,0,,,,
P.M.-CONSTRUCCION CIVIL_per_2018-11,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,0,0,,,,,,,,,0,,,,
P.M.-CONSTRUCCION CIVIL_per_2018-12,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,0,0,,,,,,,,,0,,,,
P.M.-CONTAMANA_per_2018-01,976,,737,97,737,2,202,195,2,2,,,,,,,,,,,,,,,,,,,,0,0,,1,,0,0,123,,,28,95,311,1293,232,1,104,120,1,1,3358,2673,771,681,,,,,,64,9,518,,,1,,,4,4,5,,5,,,,
P.M.-CONTAMANA_per_2018-02,920,,476,71,476,2,196,184,2,2,,,,,,,,,,,,,,,,,,,,4,4,,1,,4,4,96,,,11,85,324,780,206,1,108,108,1,1,2964,2281,488,484,,,,,,69,0,228,,,3,,,3,8,7,,7,,,,
P.M.-CONTAMANA_per_2018-03,899,,348,68,348,2,175,158,2,2,,,,,,,,,,,,,,,,,,,,4,4,,1,,4,4,76,,,76,0,239,1025,130,1,80,100,1,1,2674,2027,354,340,,,,,,23,6,215,,,1,,,4,5,8,,4,,,,
P.M.-CONTAMANA_per_2018-04,1020,,235,60,235,2,204,202,2,2,,,,,,,,,,,,,,,,,,,,0,0,,1,,0,0,63,,,63,0,222,476,123,1,74,100,1,1,2891,1918,121,111,,,,,,63,8,470,,,1,,,2,8,7,,6,,,,
P.M.-CONTAMANA_per_2018-05,789,,121,30,121,3,209,157,2,3,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,0,49,,,49,0,337,983,179,2,168,168,1,2,2076,1379,4322,4318,,,,,,0,12,409,,,2,,,4,0,1,,10,,,,
P.M.-CONTAMANA_per_2018-06,688,,79,24,79,2,199,139,2,2,,,,,,,,,,,,,,,,,,,,0,0,,1,,0,0,38,,,38,0,297,1286,108,1,95,100,1,1,1770,1329,931,931,,,,,,60,7,203,,,3,,,4,6,8,,6,,,,
P.M.-CONTAMANA_per_2018-07,740,,95,40,95,2,202,149,2,2,,,,,,,,,,,,,,,,,,,,0,0,,1,,0,0,22,,,7,15,284,1136,102,1,140,140,1,1,1839,1207,820,820,,,,,,35,7,234,,,3,,,4,7,8,,9,,,,
P.M.-CONTAMANA_per_2018-08,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,0,,,0,0,0,,0,,,,
P.M.-CONTAMANA_per_2018-09,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,0,,,0,0,0,,0,,,,
P.M.-CONTAMANA_per_2018-10,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,0,,,0,0,0,,0,,,,
P.M.-CONTAMANA_per_2018-11,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,0,,,0,0,0,,0,,,,
P.M.-CONTAMANA_per_2018-12,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,0,,,0,0,0,,0,,,,
P.M.-CONTUMAZA_per_2018-01,261,,220,9,220,1,100,75,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,0,2,1,284,1074,161,1,100,100,1,1,892,699,,,,,,,0,8,1,217,,,1,,,1,2,1,,2,,,,
P.M.-CONTUMAZA_per_2018-02,217,,112,4,112,1,100,75,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,0,4,4,210,754,116,1,100,100,1,1,741,485,,,,,,,0,0,0,148,,,1,,,1,2,1,,2,,,,
P.M.-CONTUMAZA_per_2018-03,279,,112,5,112,1,100,80,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,0,2,3,251,880,94,1,100,100,1,1,969,695,,,,,,,4,15,1,175,,,1,,,1,2,1,,2,,,,
P.M.-CONTUMAZA_per_2018-04,348,,106,9,106,1,100,100,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,0,1,4,234,840,82,1,100,100,1,1,1022,778,,,,,,,0,17,3,172,,,1,,,0,2,1,,2,,,,
P.M.-CONTUMAZA_per_2018-05,355,,99,8,99,1,100,100,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,3,9,13,188,444,59,1,100,100,1,1,1289,1049,,,,,,,0,15,0,154,,,1,,,1,2,4,,2,,,,
P.M.-CONTUMAZA_per_2018-06,298,,98,8,98,1,100,90,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,2,0,233,465,29,1,100,100,1,1,1224,915,,,,,,,0,2,1,195,,,0,,,1,2,0,,2,,,,
P.M.-CONTUMAZA_per_2018-07,282,,96,7,96,1,100,90,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,4,5,0,192,406,42,1,90,100,1,1,840,612,,,,,,,8,10,1,211,,,3,,,1,2,5,,2,,,,
P.M.-CONTUMAZA_per_2018-08,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,,,0,0,0,,0,,,,
