,CONSULTANTES ASEGURADOS,CONSULTANTES DEL SERVICIO,CONSULTANTES NUEVOS,CONSULTAS CAI,CONSULTORIO FUNCIONAL,CONSULTORIOS FISICOS,HORAS MEDICAS EFECTIVAS,HORAS MEDICAS PROGRAMADAS,MEDICOS,TOTAL CONSULTANTES,TOTAL CONSULTAS,CAMAS HOSPITALARIAS,DEFUNCIONES ANTES 48 HORAS,DEFUNCIONES DESPUES 48 HORAS,DIAS CAMA DISPONIBLES,EGRESOS,ESTANCIA,PACIENTES DIA,REINGRESOS,PACIENTE DIA UNIDAD CORONARIA,CIRUGIA MAYOR ALTA COMPLEJIDAD,CIRUGIA MAYOR BAJA COMPLEJIDAD,CIRUGIA MAYOR MEDIANA COMPLEJIDAD,CIRUGIA MENOR ALTO REQUERIMIENTO,CIRUGIA MENOR BAJO REQUERIMIENTO,HORAS PROGRAMADAS INTERVENCION QUIRURGIC,HORAS USO DE SALA,INTERVENCION QUIRURGICA PROGRAMADAS,INTERVENCIONES QUIRURGICAS SUSPENDIDAS,SALAS QUIRURGICAS FUNCIONALES,CESAREAS,NACIDOS VIVOS,NACIMIENTOS,PARTOS CON COMPLICACION,PARTOS SIN COMPLICACION,PACIENTE DIA - PARTOS COMPLICADOS,PACIENTE DIA - PARTOS SIN COMPLICACIËN,N░ SALAS DE PARTOS,ATENCIONES DE EMERGENCIA I,ATENCIONES DE EMERGENCIA II,ATENCIONES DE EMERGENCIA III,ATENCIONES DE EMERGENCIA IV,EGRESO PACIENTE <=24 HORAS,EGRESO PACIENTE > 24 HORAS,CONSULTANTES ODONTOLOGICOS,CONSULTORIOS FISICOS ODONTOLOGIA,CONSULTORIOS FUNCIONALES ODONTOLOGIA,HORAS ODONTOLOGICAS EFECTIVAS,HORAS ODONTOLOGICAS PROGRAMADAS,ODONTOLOGOS,SESIONES ODONTOLOGICAS,TRABAJOS ODONTOLOGICOS,ANALISIS LABORATORIO CE,EXAMENES DE LABORATORIO,EXAMENES RADIOLOGICOS,EXAMENES RADIOLOGICOS CE,PLACAS RADIOLOGICAS,PLACAS RADIOLOGICAS CE,RECETAS DESPACHADAS,RECETAS DESPACHADAS CE,MUESTRAS PROCESADAS X PAP CERVICO VAGINA,PRIMERA CONSULTA EXTERNA M. PREVENTIVA,CRED ADOLESCENTES,MAMOGRAFIAS PREVENTIVAS 50 A 74 (RESULTA,CRED NIÐOS,MENORES 1 AÐO TERCERA DOSIS PENTAVALENTE,ACTIVIDADES EDUCACION GRUPAL TS,ATENCIONES PSICOLOGICAS,CONTROL DE ENFERMERIA,CONTROL DE NUTRICION,CONTROL DE OBSTETRICIA,CONTROL DE TRABAJO SOCIAL,EDUCACION GRUPAL DE ENFERMERIA,EDUCACION GRUPAL DE NUTRICION,EDUCACION GRUPAL DE OBSTETRICIA,PSICOPROFILAXIS DE NUTRICION,PSICOPROFILAXIS DE OBSTETRICIA,PSICOPROFILAXIS ENFERMERIA,VISITAS DOMICILIARIAS,VISITAS DOMICILIARIAS DE NUTRICION,VISITAS DOMICILIARIAS DE OBSTETRICIA,VISITAS DOMICILIARIAS TS,PERSONAL DE ENFERMERIA,PERSONAL DE OBSTETRICIA,PSICOPROFILAXIS DE PSICOLOGIA,VISITAS DOMICILIARIAS DE PSICOLOGIA,PSICOPROFILAXIS TS
POL. CHOSICA _per_2016-09,1245,2092,251,946,14,8,1421,1498,19,1245,7652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,365,2058,533,179,0,616,3,6,553,602,5,1856,5073,24031,26602,778,633,700,700,28751,16426,359,0,21,108,552,45,0,221,1521,97,788,209,29,0,6,0,2,0,0,0,0,5,12,2,0,0,0
POL. CHOSICA _per_2016-10,1029,1744,224,570,13,8,1353,1374,19,1029,6907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,254,2115,778,170,0,543,3,6,561,589,5,1787,4487,25111,30155,740,368,700,700,26996,13686,339,0,10,67,441,43,1,277,1221,89,606,222,27,0,2,0,11,0,0,0,0,4,12,2,0,0,0
POL. CHOSICA _per_2016-11,842,1566,210,555,13,8,1308,1332,19,842,6516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,199,2367,765,137,0,509,3,6,599,607,5,1853,4584,25656,30047,703,342,670,670,27037,13538,301,0,24,147,415,51,2,303,1980,119,699,168,25,0,15,0,12,0,0,0,0,5,12,2,0,0,0
POL. CHOSICA _per_2016-12,817,1304,229,639,12,8,1200,1200,19,817,5897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,292,1889,450,161,0,411,3,5,479,497,5,1451,3543,8407,11313,491,274,495,240,26332,14376,244,0,4,45,320,35,0,23,1985,0,606,140,19,0,9,0,6,0,0,0,0,4,12,2,0,0,0
POL. CHOSICA _per_2016-TOTAL,28095,38432,2919,4365,14,8,17990,18398,20,28095,91674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,3478,23355,7761,2189,0,9227,3,6,6886,7110,5,21915,57449,181517,209227,9661,7191,5865,4530,325082,182209,4257,0,172,1723,6402,645,9,3021,30300,925,8426,2057,525,0,64,0,55,0,49,0,0,47,144,24,0,0,0
POL. CLINICA CENTRAL DE PREVENCION _per_2016-01,2524,5806,2524,0,16,8,1185,1245,16,2524,5806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1967,3,6,390,406,5,1967,0,12301,12301,1213,1213,1230,1230,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
POL. CLINICA CENTRAL DE PREVENCION _per_2016-02,2719,6276,2719,0,16,8,1295,1356,16,2719,6276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2046,3,6,414,442,5,2046,0,14066,14066,1542,1542,1553,1553,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
POL. CLINICA CENTRAL DE PREVENCION _per_2016-03,2674,6124,2674,0,18,8,1253,1348,16,2674,6124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2242,3,6,452,456,5,2242,0,12536,12536,1121,1121,1136,1136,0,0,0,0,0,0,0,0,1,296,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
POL. CLINICA CENTRAL DE PREVENCION _per_2016-04,2920,6372,2920,0,16,8,1311,1441,15,2920,6372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,3,6,408,436,5,2008,0,14551,14551,1271,1271,1279,1279,0,0,0,0,0,0,0,0,1,367,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
POL. CLINICA CENTRAL DE PREVENCION _per_2016-05,2997,6541,2997,0,16,8,1376,1472,15,2997,6541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2394,3,6,496,500,5,2394,0,14622,14622,1315,1315,1333,1333,0,0,0,0,0,0,0,0,2,62,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
POL. CLINICA CENTRAL DE PREVENCION _per_2016-06,2530,6218,2530,0,16,8,1499,1663,16,2530,6746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2141,3,6,448,500,5,2141,0,11670,11670,1193,1193,1200,1200,0,0,0,0,0,0,0,0,2,460,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
POL. CLINICA CENTRAL DE PREVENCION _per_2016-07,2075,4959,2075,0,14,7,1264,1460,14,2075,5639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2089,3,6,436,500,5,2089,0,10167,10167,1021,1021,1032,1032,0,0,0,0,0,0,0,0,2,486,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
POL. CLINICA CENTRAL DE PREVENCION _per_2016-08,2103,5240,2103,0,14,7,1385,1477,15,2103,5818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1780,3,6,400,428,5,1780,0,11069,11069,1449,1449,1478,1478,0,0,0,0,0,0,0,0,2,434,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
POL. CLINICA CENTRAL DE PREVENCION _per_2016-09,2547,5813,2547,0,16,8,1312,1372,14,2547,6223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2229,3,6,484,500,5,2229,0,13609,13609,1269,1269,1293,1293,0,0,0,0,0,0,0,0,1,319,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
POL. CLINICA CENTRAL DE PREVENCION _per_2016-10,2445,5571,2445,0,16,8,1330,1482,15,2445,6023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2031,3,6,440,468,5,2031,0,11614,11614,1259,1259,1282,1282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
POL. CLINICA CENTRAL DE PREVENCION _per_2016-11,2353,5364,2353,0,16,8,1344,1454,15,2353,5993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,3,6,444,480,5,2042,0,12841,12841,1223,1177,1237,1191,0,0,0,0,0,0,0,0,0,371,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
POL. CLINICA CENTRAL DE PREVENCION _per_2016-12,2151,5492,2151,0,16,8,1333,1465,15,2151,6246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1793,3,6,376,448,5,1793,0,10847,10847,1069,1038,1074,1043,0,0,0,0,0,0,0,0,0,473,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
POL. CLINICA CENTRAL DE PREVENCION _per_2016-TOTAL,30038,69776,30038,0,15,8,15887,17235,15,30038,73807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24762,3,6,5188,5564,5,24762,0,149893,149893,14945,14868,15127,15050,0,0,0,0,0,0,0,0,13,3268,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0
POL. EL PORVENIR _per_2016-01,4356,4561,320,0,11,9,1036,1049,11,4356,5194,12,0,0,372,79,227,245,2,0,0,18,0,18,6,42,42,42,0,1,0,4,4,0,4,0,4,1,0,39,663,459,0,0,563,2,2,196,200,2,699,1673,4512,11202,405,327,716,598,13823,8960,287,49,21,40,525,45,4,265,1271,572,957,535,14,16,7,6,8,15,7,0,0,0,14,2,0,0,0
POL. EL PORVENIR _per_2016-02,2879,3171,347,0,11,9,997,999,11,2879,5011,12,0,0,348,100,304,287,1,0,0,49,0,21,7,72,72,79,2,1,0,4,4,0,4,0,5,1,0,48,681,283,0,0,358,2,2,144,144,2,562,1413,4907,11597,597,515,931,795,13377,8650,194,152,29,43,525,47,3,305,1396,280,565,544,17,2,0,6,0,22,11,0,0,0,14,2,0,0,0
POL. EL PORVENIR _per_2016-03,2340,2668,364,0,11,9,1097,1120,11,2340,5444,12,0,0,372,85,264,267,1,0,0,38,0,14,5,72,72,57,0,1,0,6,6,0,6,0,8,1,0,31,592,354,0,0,404,2,2,188,200,2,646,1633,4907,10066,507,400,803,652,14347,9805,282,112,9,67,514,56,0,296,1180,476,869,295,0,0,0,0,8,0,1,0,0,0,14,2,0,0,0
POL. EL PORVENIR _per_2016-04,2018,2259,395,0,11,9,1182,1200,10,2018,5912,12,0,0,360,109,266,283,0,0,0,57,0,0,0,54,54,57,0,1,0,7,7,0,7,0,7,1,0,20,681,372,0,0,381,2,2,206,206,2,700,1270,5998,12715,544,444,827,683,15466,10452,241,130,29,57,461,33,3,339,1229,511,934,515,14,6,7,12,8,24,2,0,0,0,14,2,0,0,0
POL. EL PORVENIR _per_2016-05,1607,1957,351,0,12,9,1173,1200,11,1607,5864,12,0,0,372,92,293,284,1,0,0,48,0,13,4,78,78,65,0,1,0,5,5,0,5,0,6,1,0,18,633,346,0,0,402,2,2,205,205,2,717,1811,5756,12518,485,392,732,596,15324,10649,273,91,11,33,605,61,3,261,1134,529,730,600,18,6,6,12,8,22,0,0,24,0,14,2,0,0,0
POL. EL PORVENIR _per_2016-06,1311,1584,270,0,11,9,1095,1128,11,1311,5466,12,0,0,360,78,230,239,0,0,0,31,0,11,6,54,48,48,0,1,0,6,6,0,6,0,7,1,0,12,559,290,0,0,557,2,2,196,200,2,661,1683,6242,11117,448,373,634,529,14031,9869,95,75,14,36,484,42,3,325,1117,460,554,553,16,7,5,10,8,22,13,0,0,0,14,2,0,0,0
POL. EL PORVENIR _per_2016-07,970,1230,271,0,11,9,894,964,11,970,4483,12,0,0,372,65,208,200,2,0,0,23,0,12,7,42,42,42,0,1,0,5,5,0,5,0,6,1,0,38,563,283,0,0,423,2,2,187,200,2,644,1571,5246,12802,379,296,533,450,12262,8348,291,101,4,57,397,38,3,286,1062,451,856,525,21,8,7,4,8,18,1,0,0,0,14,2,0,0,0
POL. EL PORVENIR _per_2016-08,1050,1295,336,0,11,9,948,974,11,1050,4741,12,0,0,372,74,261,300,0,0,0,20,0,10,5,48,48,35,0,1,0,3,3,0,3,0,5,1,0,30,647,361,0,0,388,2,2,185,196,2,626,1645,3678,9372,504,388,720,572,12950,8806,290,107,4,3,363,35,0,319,1194,451,501,342,22,8,0,10,0,12,6,0,0,0,15,2,0,0,0
POL. EL PORVENIR _per_2016-09,1001,1285,324,0,11,9,1075,1081,11,1001,5310,12,0,0,360,67,240,245,1,0,0,13,0,9,3,30,28,25,0,1,0,3,3,0,3,0,4,1,0,19,590,348,0,0,380,2,2,207,207,2,690,1623,4082,7970,546,430,714,571,14701,10303,329,197,7,46,443,50,3,286,1213,278,964,555,22,6,3,0,8,24,58,0,0,0,15,2,4,0,0
POL. EL PORVENIR _per_2016-10,999,1248,306,0,11,9,1009,1050,11,999,5093,12,0,0,372,71,241,226,0,0,0,18,0,19,6,40,40,43,0,1,0,1,1,0,1,0,1,1,0,20,627,375,0,0,282,2,2,147,152,2,500,1229,4575,10268,516,373,679,497,13730,9192,359,127,5,61,522,53,3,228,1141,454,951,568,19,8,6,6,8,26,40,25,0,0,15,2,4,0,0
POL. EL PORVENIR _per_2016-11,977,1299,397,0,11,9,1036,1133,11,977,5164,11,0,0,330,77,217,231,3,0,0,29,0,11,6,60,60,46,0,1,0,5,5,0,5,0,6,1,0,32,632,395,0,0,342,2,2,196,200,2,633,1409,5582,13043,670,499,934,702,14794,9871,283,186,7,61,568,34,3,247,1148,628,877,577,14,3,4,2,6,8,42,0,0,2,15,2,0,0,0
POL. EL PORVENIR _per_2016-12,807,1064,294,0,11,9,1042,1107,11,807,5055,12,0,0,372,65,192,172,0,0,0,25,0,13,6,42,42,45,1,1,0,0,0,0,0,0,0,1,0,16,483,302,0,0,157,2,2,96,104,2,332,764,5337,10425,369,288,521,411,13194,9387,261,142,6,56,479,30,3,11,1177,429,733,510,18,2,3,0,6,4,12,0,0,0,15,2,0,0,0
POL. EL PORVENIR _per_2016-TOTAL,20315,23621,3975,0,11,9,12584,13005,11,20315,62737,12,0,0,4362,962,2943,2979,11,0,0,369,0,151,61,634,626,584,3,1,0,49,49,0,49,0,59,1,0,323,7351,4168,0,0,4637,2,2,2153,2214,2,7410,17724,60822,133095,5970,4725,8744,7056,167999,114292,3185,1469,146,560,5886,524,31,3168,14262,5519,9491,6119,195,72,48,68,76,197,193,25,24,2,173,24,8,0,0
POL. FIORI _per_2016-01,6478,7084,330,0,16,10,1591,1622,12,6478,7955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,1143,13,0,0,1334,3,6,692,765,6,2089,4092,11597,12735,1169,1011,1428,1241,20198,15826,291,838,119,72,616,35,4,224,1104,656,1299,139,62,4,29,3,4,51,40,0,0,13,16,3,0,0,0
POL. FIORI _per_2016-02,4050,5091,409,0,15,10,1517,1548,12,4050,7567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,126,1358,6,0,0,1005,3,6,748,772,6,2259,5793,14170,15673,1097,919,1335,1114,20925,16017,386,1013,119,128,535,24,15,170,1182,747,1286,109,56,2,26,8,7,71,15,0,0,5,16,3,0,0,0
POL. FIORI _per_2016-03,3000,4147,391,0,15,10,1501,1553,13,3000,7622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,169,1290,11,0,0,756,3,6,664,710,6,1932,5277,10590,11528,960,842,1161,1020,21073,16325,535,1084,66,143,491,25,6,184,1067,634,1188,209,58,0,19,5,2,78,31,0,0,24,16,3,0,0,0
POL. FIORI _per_2016-04,2116,3270,379,0,14,10,1423,1507,12,2116,7264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,149,1256,9,0,0,728,3,6,670,716,6,1992,4879,14986,15878,1199,1061,1507,1344,20613,15961,561,970,69,127,545,17,4,189,1207,708,1339,242,60,3,20,4,10,60,34,0,0,10,16,3,0,0,0
POL. FIORI _per_2016-05,457,723,351,0,14,10,1283,1360,12,457,6578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,141,1342,9,0,0,576,3,6,490,580,6,1488,3706,10387,11125,1054,896,1293,1085,20010,15175,339,626,50,87,450,19,6,151,1160,687,1317,242,57,2,9,2,12,52,15,0,0,15,16,3,0,0,0
POL. FIORI _per_2016-06,1164,2273,374,0,14,10,1328,1436,12,1164,6795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,141,1172,11,0,0,692,3,6,632,680,6,1872,4613,12837,13573,936,806,1065,915,20255,15746,351,534,85,66,492,24,3,315,1142,709,1450,113,56,2,0,4,0,52,33,0,0,14,16,3,0,0,0
POL. FIORI _per_2016-07,1212,2189,422,0,16,10,1465,1587,13,1212,7227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,1033,9,0,0,540,3,6,544,552,6,1645,4135,12880,13648,883,780,1035,904,21239,17169,325,786,83,99,628,19,2,341,1155,614,1246,97,61,2,0,6,6,53,21,0,0,7,16,3,0,0,0
POL. FIORI _per_2016-08,1333,2515,520,0,17,10,1595,1679,14,1333,8105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,229,1014,19,0,0,614,3,6,678,690,6,2025,3631,12997,14085,1092,968,1277,1132,24034,19530,356,767,78,121,570,31,3,357,1101,731,1538,151,56,2,0,5,6,57,16,0,0,8,16,3,0,0,0
POL. FIORI _per_2016-09,1233,2517,485,0,17,10,1736,1853,14,1233,8824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,164,904,4,0,0,593,3,6,674,700,6,2019,4543,12897,13732,1382,1281,1724,1597,24936,21146,333,1157,96,138,615,38,3,352,1305,735,1404,156,55,4,0,5,6,58,30,0,0,12,16,3,6,0,0
POL. FIORI _per_2016-10,989,2101,411,0,17,10,1684,1791,15,989,8518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,162,920,11,0,0,530,3,6,614,636,6,1851,4009,12471,13309,1151,1027,1365,1212,22329,18612,308,750,74,119,595,34,3,312,1118,473,1489,152,57,6,0,2,5,55,24,0,0,7,16,3,8,0,0
POL. FIORI _per_2016-11,723,1575,319,0,14,10,1325,1354,13,723,6656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,166,994,8,0,0,420,3,5,516,560,5,1550,3428,12169,13178,907,787,1161,1021,19593,15724,265,895,87,62,571,44,3,340,1124,717,1182,138,53,7,0,4,2,46,21,0,0,14,16,3,0,0,0
POL. FIORI _per_2016-12,701,1531,342,0,15,10,1409,1497,13,701,7013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,84,830,3,0,0,400,3,5,542,570,5,1646,4199,11908,13124,651,602,825,768,20187,16989,183,640,71,105,529,45,3,282,1049,735,1233,115,48,7,0,8,4,38,23,0,0,11,16,3,3,0,0
POL. FIORI _per_2016-TOTAL,23456,35016,4733,0,16,10,17857,18787,13,23456,90124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1882,13256,113,0,0,8188,3,6,7464,7931,6,22368,52305,149889,161588,12481,10980,15176,13353,255392,204220,4233,10060,997,1267,6637,355,55,3217,13714,8146,15971,1863,679,41,103,56,64,671,303,0,0,140,192,36,17,0,0
POL. FRANCISCO PIZARRO _per_2016-01,12566,14052,2368,0,31,15,3264,3322,28,12566,16422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,1576,0,54,0,899,3,3,387,439,3,1170,3326,16946,19795,1620,1339,25,25,37226,29631,372,2022,54,193,710,62,1,552,973,920,917,512,7,1,5,0,5,0,16,0,0,2,16,2,0,0,0
POL. FRANCISCO PIZARRO _per_2016-02,6963,9987,1845,0,31,15,3184,3232,27,6963,16186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1900,0,70,0,965,3,4,504,516,4,1552,4409,14122,16031,1602,1372,19,19,37428,29141,623,1817,37,369,670,47,1,378,907,837,839,340,11,1,4,0,4,0,20,0,0,2,16,2,0,0,0
POL. FRANCISCO PIZARRO _per_2016-03,4442,6796,1231,0,30,15,2800,2864,28,4442,14288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,1879,0,56,0,800,3,4,497,501,4,1472,4114,13154,14972,1608,1369,23,23,34386,25684,339,1508,46,80,601,60,1,554,723,692,911,314,10,0,5,0,8,0,4,0,0,3,17,2,0,0,0
POL. FRANCISCO PIZARRO _per_2016-04,3618,6543,1205,0,32,15,3229,3305,31,3618,16231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,1735,0,55,0,784,3,4,521,525,4,1602,4244,12926,14709,1662,1403,12,12,38276,29272,645,1814,51,274,574,51,1,509,807,569,1142,327,30,2,4,0,4,0,17,0,0,2,18,2,0,0,0
POL. FRANCISCO PIZARRO _per_2016-05,2974,5872,1170,0,35,15,3089,3155,29,2974,15846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,1577,0,40,0,643,3,4,512,524,4,1544,4155,13047,14242,1666,1445,16,16,37094,28616,481,1575,45,185,610,62,1,482,591,599,808,344,28,3,4,0,11,0,10,0,0,3,17,2,0,0,0
POL. FRANCISCO PIZARRO _per_2016-06,2259,4838,942,0,35,15,2869,2933,29,2259,14796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,1568,0,71,0,532,3,3,414,430,3,1287,4236,13809,15158,1659,1407,10,10,35497,26636,362,1556,37,250,730,52,1,492,730,570,769,294,30,2,3,0,10,0,12,0,0,0,17,2,0,0,0
POL. FRANCISCO PIZARRO _per_2016-07,1993,4198,905,0,33,15,2501,2650,27,1993,13239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,1637,0,63,0,479,3,3,368,372,3,1118,3798,12445,13894,1496,1226,27,27,34357,23887,372,1550,37,398,483,36,1,288,741,525,838,266,23,2,8,0,8,0,0,0,0,1,17,2,0,0,0
POL. FRANCISCO PIZARRO _per_2016-08,1642,3304,713,0,30,15,2141,2183,22,1642,12051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,1982,0,90,0,544,3,3,412,416,3,1292,5017,12457,13865,1474,1201,14,14,34591,21715,522,1403,45,433,609,58,1,207,742,543,621,253,55,2,4,0,9,0,16,0,0,2,18,2,0,0,0
POL. FRANCISCO PIZARRO _per_2016-09,1506,3409,704,172,30,15,2283,2383,22,1506,12640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,1930,0,83,0,641,3,4,536,536,4,1639,5550,13301,14915,1561,1243,22,22,36310,22752,390,1452,35,190,529,50,0,278,776,502,816,323,21,3,3,0,10,0,34,0,0,1,18,2,0,0,0
POL. FRANCISCO PIZARRO _per_2016-10,1687,3971,910,175,29,15,2659,2807,28,1687,14077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,1748,0,49,0,525,3,4,417,425,4,1285,4177,11520,12839,1681,1398,15,15,37924,25407,299,1544,31,275,587,51,0,252,733,493,699,0,37,1,4,0,7,0,13,0,0,0,18,2,0,0,0
POL. FRANCISCO PIZARRO _per_2016-11,1543,3748,840,178,32,15,2600,2694,27,1543,13527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,1742,0,54,0,484,3,4,470,486,4,1406,3805,10014,10889,1633,1328,15,15,36675,24369,496,1498,49,179,596,48,2,284,562,451,777,195,28,2,3,0,5,0,24,0,0,4,18,2,0,0,0
POL. FRANCISCO PIZARRO _per_2016-12,1298,3025,676,183,32,15,2279,2383,28,1298,11640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,1762,0,58,0,368,3,4,394,402,4,1074,2844,8905,9717,1359,1110,18,18,32606,21080,371,1145,17,0,490,62,1,160,486,185,546,200,26,3,5,0,6,0,22,0,0,1,18,2,0,0,0
POL. FRANCISCO PIZARRO _per_2016-TOTAL,42491,69743,13509,708,33,15,32898,33911,28,42491,170943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111,21036,0,743,0,7664,3,4,5432,5572,4,16441,49675,152646,171026,19021,15841,216,216,432370,308190,5272,18884,484,2826,7189,639,11,4436,8771,6886,9683,3368,306,22,52,0,87,0,188,0,0,21,208,24,0,0,0
POL. GUILLERMO KAELIN DE LA FUENTE _per_2016-01,12581,12671,5888,0,62,30,5653,5653,107,12581,27542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3872,6,15,2550,2550,17,6009,38794,37734,37734,1612,1612,0,0,51784,49825,1408,0,0,587,997,154,0,1040,10600,1165,2918,95,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
