,Consultas,Consultas de Atención Inmediata,Consultantes al Establecimiento,Consultantes Nuevos,Consultantes Asegurados,Médicos,Horas Médicas Programadas,Horas Médicas Efectivas,Consultorios Fisicos,Consultorios Funcionales,Egresos,Estancias,Pacientes dias,Dias cama disponible,Camas hospitalarias,Def. antes 48 hrs,Def. despues 48 hrs,Reingresos,Total I.Q.,Cirugia Mayor de AC,Cirugia Menor de MC,Cirugia Mayor de BC,Cirugia Menor de AR,Cirugia Menor de BR,Horas Uso Sala,Horas Programadas,Salas Quirúrgicas,Operaciones Suspendidas,Intervenciones Q Programadas,Total partos,Partos sin complicación,Partos con complicación,Sala de partos,Cesareas,Nacimientos,Nacidos vivos,Total de atenciones,Prioridad I,Prioridad II,Prioridad III,Prioridad IV,Sesiones Odontológicas,Trabajos Odontológicos,Consultantes de odontología,Odontólogos,Horas odontológicas efecivas,Horas odontológicas programadas,Consultorios fisicos Odontólogi,Consultorios funcional Odontó ,Recetas despachadas,Recetas despachadas C E,Análisis de laboratorio,Análisis de laboratorio C E,Exámenes radiológicos,Exámenes radiológicos C E,Placas radiológicas,Placas radiológicas C E,Mamografias Preventivas,Muestras Porcesas x PAP,3era. Dosis Pentavalente,Primera Consulta Médico Prev,Control de Enfermería,Control de nutrición,Control de Trabajo Social,Educación Grupal de enfermería,Educación Grupal de Nutrución,Educación Grupal Trabajo Social,Educación Grupal de Obstetricia,Psicoprofilaxis de Nutrición,Psicoprofilaxis de Obstetricia,Visitas Domiciliarias de Enferm,Visitas Domiciliarias de Nutric,Visitas Domiciliarias de Obstet,Visitas Domiciliarias de T S,Psicoprofilaxis de Enfermería,Atenciones Psicología,Psicoprofilaxis de Psicología,Visitas Domiciliarias de Psicol
H. II-VITARTE_per_2017-02,17441,661,8169,673,8169,76,3656,3568,25,40,397,1806,1769,1848,66,2,11,1,363,,130,187,46,,360,368,3,10,225,,,,,,,,5259,13,309,4885,52,1207,3111,841,4,403,407,3,5,67693,24183,26270,14567,2516,1221,7,0,83,513,107,1094,3808,122,448,15,0,16,4,,,35,,0,6,,254,,
H. II-VITARTE_per_2017-03,19346,1015,5946,712,5946,89,3998,3964,25,39,449,2104,1939,2046,66,3,14,1,412,,155,217,40,,492,496,3,16,257,,,,,,,,5599,4,329,5214,52,1659,4337,937,5,556,580,3,7,77426,30964,35762,21679,2832,1386,13,0,244,690,122,1384,4098,491,535,34,0,4,1,,,19,,6,6,,167,,
H. II-VITARTE_per_2017-04,18898,1092,4378,639,4378,94,3862,3819,25,45,420,1873,1948,1980,66,2,5,3,367,,174,156,37,,410,412,3,11,218,,,,,,,,5515,16,348,5092,59,1377,3484,747,5,467,479,3,7,73969,27173,32208,19969,3019,1547,20,4,243,643,88,1388,3815,293,484,31,0,4,4,,,31,,6,4,,254,,
H. II-VITARTE_per_2017-05,18871,1547,3542,692,3542,92,3896,3838,25,38,466,2120,1952,2046,66,3,9,0,442,,236,166,40,,532,538,3,18,301,,,,,,,,5372,11,388,4875,98,1581,3903,840,5,546,580,3,7,77458,28155,33779,19860,2849,1428,16,1,84,553,110,1120,4376,394,518,18,1,4,3,,,27,,6,4,,248,,
H. II-VITARTE_per_2017-06,19533,1246,3316,786,3316,85,4082,3990,25,44,425,1822,1917,2040,68,2,9,3,404,,209,157,38,,489,518,3,15,293,,,,,,,,5186,14,337,4740,95,1656,3985,848,5,568,588,3,7,75301,28693,33870,19879,2999,1572,22,0,160,555,82,1102,4493,536,471,23,0,4,4,,,20,,12,4,,241,,
H. II-VITARTE_per_2017-07,16805,1491,2584,703,2584,79,3460,3386,25,35,420,1874,1898,2108,68,2,9,0,393,,193,157,43,,457,464,3,17,251,,,,,,,,5541,19,614,4760,148,1518,3626,702,5,526,542,3,5,72815,23785,30552,17505,1960,545,45,1,168,624,52,951,4664,388,383,34,0,4,5,,,5,,6,4,,244,,
H. II-VITARTE_per_2017-08,18451,1546,2777,720,2777,79,3725,3693,25,36,371,1837,1929,2108,68,5,7,2,419,,196,181,42,,502,512,3,12,287,,,,,,,,5520,14,526,4881,99,1573,3636,695,5,508,516,3,5,75902,26692,34915,20625,2462,975,9,1,29,298,131,1003,5208,249,279,29,0,2,0,,,20,,0,2,,188,,
H. II-VITARTE_per_2017-09,19260,1404,2791,795,2791,80,3997,3910,25,39,394,2181,1877,2040,68,0,12,2,371,,194,150,27,,460,512,3,22,242,,,,,,,,5799,32,992,3814,961,1700,4147,720,5,552,562,3,7,80068,28650,32233,18916,2471,979,21,4,80,712,109,1031,4972,249,517,78,0,4,0,,,39,,6,4,,118,,
H. II-VITARTE_per_2017-10,17183,1843,2167,641,2167,77,3552,3438,25,37,390,1954,2014,2108,68,2,16,2,353,,161,141,51,,446,494,3,15,242,,,,,,,,7331,36,1266,4598,1431,1832,4516,725,5,604,608,3,8,82994,30367,32161,17775,2712,997,31,7,165,520,105,1041,4824,387,167,37,1,2,0,,,35,,6,2,,243,,
H. II-VITARTE_per_2017-11,17446,1487,2148,741,2148,72,3508,3476,25,44,355,1844,1919,2040,68,3,5,0,406,,220,149,37,,478,482,3,20,274,,,,,,,,6932,34,1217,4294,1387,1363,3532,541,5,442,442,3,6,79811,26045,30905,17002,2603,1012,16,0,62,534,103,978,4372,411,336,15,1,4,0,,,27,,6,4,,188,,
H. II-VITARTE_per_2017-12,17169,1439,2154,661,2154,78,3503,3451,25,39,356,1789,1693,2108,68,2,10,2,383,,178,164,41,,431,434,3,19,255,,,,,,,,6890,32,1091,4617,1150,1488,3746,610,5,482,502,3,7,76884,25679,27104,14131,2252,841,11,1,71,348,100,885,3969,343,418,12,0,4,0,,,30,,0,4,,165,,
H. III-ALBERTO LEOPOLDO BARTON THOMPSON_per_2017-01,51469,,27062,2738,27062,242,7716,7716,69,172,1175,3646,4481,5041,162,10,29,11,872,27,321,391,114,19,1012,1246,6,150,767,230,127,103,3,103,233,232,26976,33,125,2854,23964,1044,3652,726,6,648,648,2,5,123518,46118,79422,41399,5657,1994,,,,,,,7600,918,,,,,,,,1027,274,,151,,864,,126
H. III-ALBERTO LEOPOLDO BARTON THOMPSON_per_2017-02,32281,,15419,2651,15419,236,7119,7119,69,172,866,3909,4052,4470,160,13,25,5,860,29,432,288,96,15,785,1160,6,89,629,211,135,76,3,76,211,211,21531,30,146,2619,18736,971,3750,724,5,594,594,2,5,115563,42876,72432,37617,5379,2003,,,,,,,6900,901,,,,,,,,1339,266,,159,,797,,199
H. III-ALBERTO LEOPOLDO BARTON THOMPSON_per_2017-03,35682,,12092,2732,12092,223,7931,7931,69,172,1420,4003,4524,4945,160,11,12,4,791,33,365,280,96,17,902,1413,6,73,766,242,154,88,3,88,242,242,24239,24,119,3318,20778,1052,3690,819,5,750,750,2,5,130834,52691,78413,40984,5917,2195,,,,,,,7252,880,,,,,,,,1510,255,,145,,828,,260
H. III-ALBERTO LEOPOLDO BARTON THOMPSON_per_2017-04,31470,,8136,2318,8136,233,7636,7636,69,172,965,3909,4556,4839,160,10,10,10,750,22,364,263,74,27,848,1291,6,123,719,225,126,99,3,99,226,223,22742,28,116,3164,19434,882,3587,727,4,708,708,2,5,117785,45783,67429,36142,5304,1921,,,,,,,7076,890,,,,,,,,1495,324,,152,,813,,260
H. III-ALBERTO LEOPOLDO BARTON THOMPSON_per_2017-05,34084,,7725,2771,7725,228,8046,8046,69,172,1408,4027,4672,5001,160,6,12,10,1047,28,506,379,104,30,932,1375,6,78,792,235,137,98,3,98,235,235,24026,21,110,3290,20605,1073,3688,815,5,666,666,2,5,128902,50456,71030,38581,5686,2125,,,,,,,3833,185,,,,,,,,1515,457,,0,,880,,287
H. III-ALBERTO LEOPOLDO BARTON THOMPSON_per_2017-06,32986,,6448,2530,6448,217,7435,7435,51,129,1056,4160,4444,4860,162,13,23,2,728,26,222,366,95,19,872,1249,6,78,672,247,150,97,3,97,247,247,23851,38,124,3244,20445,1042,4627,792,5,726,726,2,5,127733,50194,65330,34048,5583,2029,,,,,,,3175,487,,,,,,,,1394,434,,205,,1009,,277
H. III-ALBERTO LEOPOLDO BARTON THOMPSON_per_2017-07,31265,,5838,2447,5838,226,7633,7633,51,129,951,3729,4448,5022,162,14,16,3,887,28,259,496,74,30,801,1226,6,79,647,235,133,102,3,102,235,234,24102,38,114,3120,20830,1004,3898,788,5,688,688,2,5,124182,46032,60261,30791,5338,1911,,,,,,,7221,531,,,,,,,,0,0,,0,,0,,0
H. III-ALBERTO LEOPOLDO BARTON THOMPSON_per_2017-08,33579,,5688,2478,5688,235,7881,7881,49,123,967,4300,4524,5022,162,5,22,7,743,33,238,367,79,26,819,1295,6,58,702,241,137,104,3,104,241,241,24489,39,124,3316,21010,1096,3998,771,5,762,762,2,5,129424,48469,62768,33918,5678,2151,,,,,,,3241,293,,,,,,,,0,0,,108,,0,,0
H. III-ALBERTO LEOPOLDO BARTON THOMPSON_per_2017-09,33907,,5551,2606,5551,230,7967,7967,50,126,986,3806,4368,4860,162,7,18,7,885,75,266,434,84,26,894,1340,6,139,730,250,138,112,3,112,250,250,25949,27,138,3688,22096,1078,3764,780,5,714,714,2,5,134872,51144,62223,32004,5988,2249,,,,,,,3443,483,,,,,,,,0,0,,189,,0,,0
H. III-ALBERTO LEOPOLDO BARTON THOMPSON_per_2017-10,22375,,4817,2409,4817,232,9340,9340,51,129,831,3578,4219,4991,161,12,16,9,1039,124,343,480,81,11,904,1441,6,53,858,297,179,118,3,118,297,297,25194,85,147,4034,20928,1206,5202,998,7,773,773,2,4,104078,40714,41979,16561,4173,1097,,,,,,,3170,185,,,,,,,,0,11,,0,,882,,0
H. III-ALBERTO LEOPOLDO BARTON THOMPSON_per_2017-11,24864,,1635,752,1635,199,7816,7816,49,126,1013,5623,4492,4860,162,9,17,4,923,89,303,390,108,33,881,1211,6,51,975,204,111,93,3,93,204,204,33377,39,150,5160,28028,854,4122,679,3,564,564,2,5,120317,45722,58986,31399,5544,5544,,,,,,,7510,643,,,,,,,,0,0,,0,,0,,0
H. III-ALBERTO LEOPOLDO BARTON THOMPSON_per_2017-12,25235,,1395,682,1395,199,7791,7791,49,126,1068,5353,4483,5022,162,7,18,3,792,57,267,362,84,22,850,1266,6,58,851,222,145,77,3,77,222,222,28750,25,128,4787,23810,828,4322,642,5,552,552,2,5,115351,43252,60941,38366,5415,5415,,,,,,,7885,522,,,,,,,,0,0,,0,,599,,0
H. III-CAYETANO HEREDIA_per_2017-01,11091,106,7978,417,7911,96,3096,2986,31,43,911,5262,5573,5952,192,10,20,10,571,33,154,355,25,4,1595,1752,5,15,274,189,0,189,2,105,193,189,4959,197,3756,981,25,424,1526,358,2,189,192,2,2,82075,17646,51754,15795,2262,510,0,0,,,,,1137,161,75,10,,,,,,,,,3,,252,9,
H. III-CAYETANO HEREDIA_per_2017-02,10324,296,4073,685,4033,93,2851,2779,31,45,893,5898,5222,5488,196,10,20,5,575,39,157,352,27,0,1534,1674,5,15,262,212,2,210,2,126,216,214,5885,179,4658,1008,40,467,1622,277,2,184,184,2,2,81328,17041,49271,14265,2501,885,0,0,,,,,1080,179,73,10,,,,,,,,,0,,185,7,
H. III-CAYETANO HEREDIA_per_2017-03,9034,80,2603,638,2560,93,3111,3051,31,47,976,5954,5590,6107,197,8,33,11,528,21,151,341,15,0,1514,1692,5,20,250,212,1,211,2,131,219,216,7417,203,5904,1255,55,345,1060,184,2,148,148,2,2,85857,15012,50147,14179,2427,837,0,0,,,,,1014,98,74,12,,,,,,,,,0,,190,4,
H. III-CAYETANO HEREDIA_per_2017-04,11198,253,2649,752,2590,108,3366,3277,32,45,881,6778,5326,5820,194,9,23,14,407,28,125,239,14,1,1396,1518,5,14,174,169,0,169,2,95,173,170,9824,268,8382,1151,23,432,1310,231,2,174,174,2,2,86481,17170,65361,14519,2345,756,0,0,,,,,948,165,63,14,,,,,,,,,7,,169,3,
H. III-CAYETANO HEREDIA_per_2017-05,13064,1267,2945,957,2846,102,3680,3574,32,50,954,6428,5835,6138,198,4,24,17,545,31,168,314,32,0,1572,1716,5,10,265,192,3,189,2,122,197,193,5844,177,4748,909,10,347,1051,134,2,139,184,2,2,92023,22846,77731,19103,2669,862,0,0,,,,,1047,170,80,12,,,,,,,,,0,,151,3,
H. III-CAYETANO HEREDIA_per_2017-06,11774,1019,2381,939,2294,101,3367,3260,32,49,937,5691,5128,5820,194,7,23,6,516,34,165,286,28,3,1574,1716,5,8,265,170,2,168,2,108,179,173,4793,162,3607,1006,18,536,1609,255,2,186,186,2,2,103485,18074,66592,19085,2675,917,0,0,,,,,1077,194,72,13,,,,,,,,,2,,143,3,
H. III-CAYETANO HEREDIA_per_2017-07,10770,746,2069,883,2017,102,3022,2919,32,46,848,5494,5068,5859,189,3,24,7,537,38,160,312,27,0,1446,1584,5,7,254,173,0,173,2,107,175,171,4584,190,3077,1290,27,466,1402,240,2,178,178,2,2,104955,17741,56866,15323,2506,784,48,48,,,,,1000,167,71,11,,,,,,,,,2,,174,10,
H. III-CAYETANO HEREDIA_per_2017-08,11442,994,2127,893,2080,101,3241,3112,32,49,898,5886,5050,5859,189,8,27,8,537,34,143,334,25,1,1638,1766,5,15,268,159,0,159,2,94,168,167,4577,180,2934,1434,29,346,1037,186,2,140,140,2,2,103060,18724,60624,17181,2671,981,1,1,,,,,967,194,79,17,,,,,,,,,0,,209,16,
H. III-CAYETANO HEREDIA_per_2017-09,12147,1129,2058,880,1997,96,3245,3171,32,49,925,5957,5086,5670,189,4,24,11,564,38,156,339,30,1,1629,1740,5,9,236,167,0,167,2,111,170,167,4691,194,2985,1480,32,487,1483,257,2,184,192,2,2,107544,20940,59961,18046,2800,984,0,0,,,,,1248,166,79,9,,,,,,,,,1,,351,109,
H. III-CAYETANO HEREDIA_per_2017-10,11376,1048,1859,834,1823,97,3203,3162,32,47,890,5801,5395,6014,194,8,34,9,543,34,141,341,26,1,1564,1764,5,20,242,164,1,163,2,112,171,168,5062,208,3107,1712,35,471,1398,244,2,186,186,2,2,109878,19194,57615,17404,2921,961,0,0,,,,,1009,170,74,6,,,,,,,,,0,,351,21,
H. III-CAYETANO HEREDIA_per_2017-11,10729,936,1613,692,1563,95,2916,2823,32,48,845,5581,4964,5760,192,6,20,11,502,33,121,325,23,0,1686,1686,5,16,195,151,0,151,2,92,154,153,5091,216,3263,1574,38,481,1454,251,2,184,184,2,2,105253,19594,56617,17138,2639,987,0,0,,,,,952,180,81,11,,,,,,,,,0,,276,13,
H. III-CAYETANO HEREDIA_per_2017-12,9605,952,1577,677,1541,93,2590,2448,32,44,855,5056,4899,5952,192,11,28,9,471,25,126,297,21,2,1474,1632,5,17,200,142,0,142,2,83,144,141,4886,221,3583,1021,61,352,1049,172,2,132,132,2,2,98707,17778,50371,15222,3007,829,0,0,,,,,886,180,74,14,,,,,,,,,0,,245,39,
H. III-CHIMBOTE_per_2017-01,14423,3847,10291,281,10290,112,3046,2842,27,35,751,3359,3751,4142,134,3,17,22,544,39,171,304,20,10,588,624,4,32,431,123,62,61,1,61,125,123,8771,64,701,6140,1866,789,2350,671,3,244,252,4,3,108163,25918,83286,29182,3646,1139,3649,1140,,,82,836,2197,175,975,20,,4,85,,26,138,,,20,,444,,
H. III-CHIMBOTE_per_2017-02,12691,3926,5261,401,5258,103,2756,2494,27,33,713,2857,3432,3759,134,6,22,13,443,34,137,225,39,8,522,552,4,24,409,129,66,63,1,63,129,128,9554,56,435,7068,1995,719,2393,553,4,236,236,4,4,104484,21948,73175,24838,3554,1172,3554,1172,,,85,1041,2240,82,1127,25,,0,68,,24,146,,,30,,475,,
H. III-CHIMBOTE_per_2017-03,14217,4201,5615,426,5600,113,3263,3027,27,31,813,3729,3962,4634,149,2,15,22,514,41,150,286,25,12,588,612,4,30,488,156,87,69,1,69,157,157,9153,51,489,7405,1208,855,2798,485,4,288,288,4,4,114105,26159,87918,33641,3591,992,3591,992,,,82,946,2255,125,1164,52,,4,65,,22,122,,,30,,180,,
H. III-CHIMBOTE_per_2017-04,14296,4347,4327,461,4321,100,3202,3022,27,38,731,3475,3759,4407,147,5,16,12,537,44,210,245,31,7,576,600,4,26,485,131,78,53,1,53,132,132,8338,50,406,6126,1756,1038,2976,515,4,362,368,4,4,109138,26334,71955,23604,3355,1073,3353,1073,,,81,800,2068,100,766,28,,4,46,,24,143,,,21,,373,,
H. III-CHIMBOTE_per_2017-05,15136,4464,3796,527,3793,120,3354,3017,27,35,762,3117,3983,4535,146,3,16,14,585,48,217,277,33,10,576,606,4,30,546,119,56,63,1,63,123,122,9009,67,377,6648,1917,954,2962,437,4,330,336,4,4,114850,28213,80886,25897,4141,1409,4143,1410,,,71,926,2264,151,748,18,,0,56,,29,107,,,25,,463,,
H. III-CHIMBOTE_per_2017-06,15435,4246,3465,557,3450,117,3362,2879,27,33,752,3774,3743,4489,150,2,15,19,534,54,178,261,32,9,558,582,4,23,500,124,61,63,1,63,127,126,8833,62,393,6430,1948,1001,2954,414,4,330,336,4,4,111819,27609,102799,45625,3821,1507,3821,1507,,,74,909,2266,113,600,16,,0,68,,26,116,,,25,,411,,
H. III-CHIMBOTE_per_2017-07,14554,4178,2810,472,2806,112,3171,3099,27,37,764,3751,3875,4689,151,2,19,12,552,59,197,259,32,5,564,588,4,25,500,145,73,72,1,72,148,147,9155,61,464,6417,2213,938,2744,346,4,320,320,4,4,104932,26834,69245,22901,3613,1214,3613,1214,,,58,856,2154,73,600,10,,0,58,,26,74,,,33,,426,,
H. III-CHIMBOTE_per_2017-08,14348,2927,2899,528,2893,117,3097,3001,27,35,788,3854,4164,4714,152,5,21,18,579,56,211,272,28,12,594,642,4,22,525,136,64,72,1,72,139,139,6390,42,905,3661,1782,1007,3062,629,4,336,340,4,4,107679,24999,67795,22836,3842,1398,3846,1400,,,71,830,2473,75,966,12,,4,15,,32,106,,,36,,284,,
H. III-CHIMBOTE_per_2017-09,16176,4193,2918,612,2913,114,3466,3287,27,35,822,3723,4106,4609,154,2,18,13,643,69,218,326,18,12,588,636,4,29,587,142,75,67,1,67,142,142,9777,77,2034,6185,1481,1111,3309,560,4,388,388,4,4,122524,28705,73141,26287,3846,1360,3849,1360,,,89,1102,2523,0,1119,9,,4,35,,26,143,,,35,,559,,
H. III-CHIMBOTE_per_2017-10,15580,5799,2712,564,2704,110,3313,3214,27,35,790,3626,3971,4763,154,3,17,24,604,70,199,278,33,24,600,654,4,25,540,145,80,65,1,65,147,145,10161,70,1600,6415,2076,1105,3375,444,4,384,396,4,4,123738,29838,80981,25132,3647,1212,3647,1212,,,71,59,2573,0,946,14,,4,67,,26,92,,,27,,408,,
H. III-CHIMBOTE_per_2017-11,15864,5413,2753,657,2740,116,3330,3242,27,35,842,3875,3872,4453,148,3,19,23,517,33,197,253,25,9,636,648,4,25,457,110,62,48,1,48,111,111,9968,73,2288,6127,1480,1091,3032,373,4,380,384,4,4,118134,30578,65493,17761,3949,1474,3951,1474,,,73,1059,2522,0,1039,20,,3,42,,35,72,,,57,,552,,
H. III-CHIMBOTE_per_2017-12,14694,4802,2304,536,2290,106,3210,3065,27,35,804,3459,3967,4719,152,4,20,26,542,28,179,300,23,12,588,600,4,26,477,118,55,63,1,63,121,121,9457,64,2006,6280,1107,844,2508,322,4,304,304,4,4,110478,27090,69374,22979,3838,1290,3832,1289,,,79,870,2457,107,891,26,,4,70,,35,102,,,27,,572,,
H. III-GUILLERMO KAELIN DE LA FUENTE_per_2017-01,24286,,17619,2968,17619,216,6566,6566,58,144,2035,4309,4061,4991,161,9,19,5,934,46,467,319,85,17,1220,1632,6,79,844,299,190,109,3,109,306,306,29130,78,81,4029,24942,1174,4888,923,5,750,750,2,4,91758,37073,45796,18562,4062,991,,,,,,,3426,182,51,,,,,,,920,112,,204,,258,,187
H. III-GUILLERMO KAELIN DE LA FUENTE_per_2017-02,23345,,10877,2425,10877,210,6972,6972,58,144,1348,4027,3666,4508,161,3,18,10,835,40,447,269,73,6,1214,1528,6,37,1183,264,162,102,3,102,264,264,21062,71,136,3732,17123,1046,4667,886,5,750,750,2,4,86224,36191,38867,13433,4009,1181,,,,,,,3204,1107,200,,,,,,,907,251,,108,,258,,174
H. III-GUILLERMO KAELIN DE LA FUENTE_per_2017-03,25755,,9131,2668,9131,211,7432,7432,58,144,1223,4113,4207,4978,161,13,26,6,948,66,472,304,99,7,1035,1653,6,43,943,338,187,151,3,151,338,338,24163,68,208,4291,19596,1150,4772,1009,8,756,756,2,4,103449,44578,45671,18184,4346,1177,,,,,,,3313,810,157,,,,,,,1005,269,,109,,464,,179
H. III-GUILLERMO KAELIN DE LA FUENTE_per_2017-04,22974,,6709,2292,6709,217,7212,7212,58,144,808,3545,3905,4822,161,14,17,8,815,53,410,269,80,3,895,1470,6,44,636,277,172,105,3,105,277,277,22945,51,121,4251,18522,991,4556,847,7,708,708,2,4,95189,38162,39411,14255,4146,1018,,,,,,,3369,810,53,,,,,,,978,268,,187,,332,,183
H. III-GUILLERMO KAELIN DE LA FUENTE_per_2017-05,25298,,6475,2542,6475,214,7604,7604,58,144,821,3726,4082,4983,161,6,21,9,1121,85,573,370,78,15,979,1627,6,46,913,307,206,101,3,101,307,307,23782,52,122,4098,19510,1215,4699,993,6,666,666,2,4,101532,41671,41437,16449,4103,1200,,,,,,,3833,716,219,,,,,,,913,246,,195,,682,,0
H. III-GUILLERMO KAELIN DE LA FUENTE_per_2017-06,24729,,5578,2415,5578,211,7472,7472,49,124,783,3525,3753,4830,161,6,16,2,881,71,299,441,58,12,961,1565,6,37,891,308,179,129,3,129,308,308,23583,81,122,4004,19376,1207,6380,1022,7,786,786,2,4,100473,42351,40932,17055,4062,1147,,,,,,,3801,857,178,,,,,,,1168,322,,201,,419,,0
H. III-GUILLERMO KAELIN DE LA FUENTE_per_2017-07,24288,,5006,2384,5006,211,7337,7337,51,129,850,3540,3921,4991,161,16,16,11,889,64,317,415,89,4,931,1424,6,38,861,324,194,130,3,130,324,324,24597,86,63,3905,20543,1088,5355,932,7,729,729,2,4,100436,40149,42179,17396,3995,1062,,,,,,,3667,839,203,,,,,,,1182,320,,202,,472,,0
H. III-GUILLERMO KAELIN DE LA FUENTE_per_2017-08,24630,,4864,2427,4864,220,7388,7388,51,129,852,3745,3869,4991,161,15,19,10,1140,101,377,567,81,14,912,1501,6,59,893,285,166,119,3,119,285,285,24361,85,133,3654,20489,1228,5255,1024,7,804,804,2,4,100563,39892,40994,15304,4062,1101,,,,,,,3673,841,214,,,,,,,1193,251,,209,,583,,0
H. III-GUILLERMO KAELIN DE LA FUENTE_per_2017-09,25074,,4582,2416,4582,211,7408,7408,51,129,797,3456,3713,4830,161,13,24,7,1091,208,335,458,75,15,869,1398,6,62,822,284,179,105,3,105,284,284,26627,84,247,4544,21752,1302,4998,1040,7,786,786,2,4,111240,42102,42768,16983,4465,1130,,,,,,,2172,1003,281,,,,,,,1187,323,,235,,1593,,0
H. III-GUILLERMO KAELIN DE LA FUENTE_per_2017-10,24196,,4817,2409,4817,232,9340,9340,51,129,831,3578,4219,4991,161,16,16,9,1039,124,343,480,81,11,904,1441,6,53,858,297,179,118,3,118,297,297,25194,85,147,4034,20928,1206,5202,998,7,773,773,2,4,104078,40714,41979,16561,4174,1098,,,,,,,3170,992,242,,,,,,,1129,173,,234,,882,,0
H. III-GUILLERMO KAELIN DE LA FUENTE_per_2017-11,23695,,3783,2198,3783,203,8394,8946,51,129,1085,4570,4125,4830,161,10,18,7,1004,147,429,353,69,6,950,1450,6,53,1059,237,152,85,3,85,237,237,33473,81,319,6602,26471,981,5001,865,7,618,618,2,4,106066,41622,43047,16881,3928,1020,,,,,,,3331,955,320,,,,,,,1199,296,,216,,687,,0
H. III-GUILLERMO KAELIN DE LA FUENTE_per_2017-12,20696,,3011,1835,3011,214,8232,8232,51,129,1087,4419,4138,4991,161,7,14,5,969,110,435,346,62,16,898,1399,6,52,1024,234,159,75,3,75,234,234,28760,69,256,5329,23106,1002,9879,880,7,721,721,2,4,107309,46357,54302,23455,4212,1123,,,,,,,3289,871,197,,,,,,,1079,268,,221,,551,,0
H. III-HOSP. DE EMERGENCIAS GRAU_per_2017-01,28187,310,18463,645,18463,154,6439,6248,58,64,1399,6334,6247,7132,230,6,19,17,876,61,205,506,104,,1051,1116,6,40,541,334,135,199,1,177,335,333,11615,131,2737,8735,12,2629,5824,1616,10,876,876,5,8,153571,42866,97951,46448,6029,2686,6624,2830,146,330,19,423,3372,472,228,97,,1,35,,104,2,,,12,,583,0,
H. III-HOSP. DE EMERGENCIAS GRAU_per_2017-02,28845,356,12143,1210,12143,154,6747,6422,58,71,1235,5923,5706,6502,232,3,22,12,858,44,192,511,111,,1032,1128,6,40,567,330,134,196,1,181,333,332,10371,117,2765,7487,2,2318,5354,837,9,760,776,5,8,148716,44632,90477,43379,6448,3483,7586,4036,175,354,19,389,3204,516,282,94,,1,31,,102,0,,,11,,504,0,
H. III-HOSP. DE EMERGENCIAS GRAU_per_2017-03,31275,363,9471,1577,9470,155,7029,6829,58,68,1591,7300,6538,7219,233,2,22,17,919,42,206,571,100,,1187,1242,6,44,601,371,152,219,1,213,372,371,11289,126,1955,9200,8,2572,5673,857,10,948,956,5,9,165019,48790,104899,49061,5971,2854,7252,3478,170,329,30,340,3730,439,282,91,,4,31,,74,0,,,14,,559,0,
H. III-HOSP. DE EMERGENCIAS GRAU_per_2017-04,29591,448,6230,1665,6229,157,6882,6482,58,73,1515,6747,6378,7029,234,1,19,13,856,43,203,514,96,,1031,1050,6,18,497,380,142,238,1,217,382,380,11119,123,1949,9022,25,2032,4526,583,9,684,720,5,7,169274,43199,100139,51303,6352,3082,8131,4130,163,150,24,254,3686,415,297,82,,1,30,,68,17,,,13,,456,0,
H. III-HOSP. DE EMERGENCIAS GRAU_per_2017-05,28979,410,4638,1545,4638,157,6459,6311,58,65,1533,6877,6278,7248,234,5,24,28,870,53,210,515,92,,1130,1152,6,26,540,379,154,225,1,216,381,378,11172,132,1819,9217,4,2306,4811,680,10,812,844,5,8,156575,42590,103477,50491,5746,2645,536,282,137,200,23,340,4037,389,324,84,,1,31,,66,5,,,15,,528,0,
H. III-HOSP. DE EMERGENCIAS GRAU_per_2017-06,30870,972,4258,1472,4258,159,6950,6722,58,74,1410,6380,6051,6870,229,7,21,28,823,55,187,484,97,,1072,1116,6,37,536,372,175,197,1,195,372,370,10816,118,1856,8841,1,2578,5021,657,10,816,884,5,8,159157,46755,102923,48307,6004,3035,5499,2835,157,370,23,477,4279,489,333,100,,1,30,,75,20,,,15,,430,0,
H. III-HOSP. DE EMERGENCIAS GRAU_per_2017-07,29592,1013,4223,1572,4223,161,6590,6498,58,67,1584,6973,6513,7236,233,1,29,10,860,46,176,549,89,,1045,1086,6,41,503,410,201,209,1,209,411,408,12601,124,2040,10435,2,1895,4611,496,10,604,648,5,7,160969,43636,99694,47650,5731,2539,4701,2112,183,336,25,461,4165,478,267,76,,1,30,,56,12,,,13,,483,0,
H. III-HOSP. DE EMERGENCIAS GRAU_per_2017-08,27163,1093,4017,1631,4017,149,5917,5739,58,61,1465,7221,6207,7173,231,1,13,18,793,42,205,475,71,,1115,1164,6,50,502,338,173,165,1,160,339,338,12604,115,3017,9471,1,2197,4479,599,10,744,756,5,7,165779,42977,103279,47062,6139,2715,5219,2357,151,350,27,282,4528,499,297,107,,1,41,,75,8,,,11,,534,0,
H. III-HOSP. DE EMERGENCIAS GRAU_per_2017-09,31631,1040,4366,1693,4366,152,7032,6812,58,69,1473,6885,6150,6903,230,3,20,17,806,50,207,440,109,,1119,1164,6,47,515,329,180,149,1,145,330,330,12831,114,9299,3418,0,2274,4870,572,9,766,798,5,7,169062,47507,110294,51563,6248,2650,6549,2888,138,1025,13,458,4661,353,390,95,,3,36,,59,14,,,15,,472,16,
