,CONSULTANTES ASEGURADOS,CONSULTANTES DEL SERVICIO,CONSULTANTES NUEVOS,CONSULTAS CAI,CONSULTORIO FUNCIONAL,CONSULTORIOS FISICOS,HORAS MEDICAS EFECTIVAS,HORAS MEDICAS PROGRAMADAS,MEDICOS,TOTAL CONSULTANTES,TOTAL CONSULTAS,CONSULTAS MEDICINA COMPLEMENTARIA,CAMAS HOSPITALARIAS,DEFUNCIONES ANTES 48 HORAS,DEFUNCIONES DESPUES 48 HORAS,DIAS CAMA DISPONIBLES,EGRESOS,ESTANCIA,PACIENTES DIA,REINGRESOS,PACIENTE DIA UNIDAD CORONARIA,CIRUGIA MAYOR ALTA COMPLEJIDAD,CIRUGIA MAYOR BAJA COMPLEJIDAD,CIRUGIA MAYOR MEDIANA COMPLEJIDAD,CIRUGIA MENOR ALTO REQUERIMIENTO,CIRUGIA MENOR BAJO REQUERIMIENTO,HORAS PROGRAMADAS INTERVENCION QUIRURGIC,HORAS USO DE SALA,INTERVENCION QUIRURGICA PROGRAMADAS,INTERVENCIONES QUIRURGICAS SUSPENDIDAS,SALAS QUIRURGICAS FUNCIONALES,CESAREAS,NACIDOS VIVOS,NACIMIENTOS,PARTOS CON COMPLICACION,PARTOS SIN COMPLICACION,N° SALAS DE PARTOS,PACIENTE DIA - PARTOS COMPLICADOS,PACIENTE DIA - PARTOS SIN COMPLICACIÓN,ATENCIONES DE EMERGENCIA I,ATENCIONES DE EMERGENCIA II,ATENCIONES DE EMERGENCIA III,ATENCIONES DE EMERGENCIA IV,EGRESO PACIENTE <=24 HORAS,EGRESO PACIENTE > 24 HORAS,CONSULTANTES ODONTOLOGICOS,CONSULTORIOS FISICOS ODONTOLOGIA,CONSULTORIOS FUNCIONALES ODONTOLOGIA,HORAS ODONTOLOGICAS EFECTIVAS,HORAS ODONTOLOGICAS PROGRAMADAS,ODONTOLOGOS,SESIONES ODONTOLOGICAS,TRABAJOS ODONTOLOGICOS,ANALISIS LABORATORIO CE,EXAMENES DE LABORATORIO,EXAMENES RADIOLOGICOS,EXAMENES RADIOLOGICOS CE,PLACAS RADIOLOGICAS,PLACAS RADIOLOGICAS CE,RECETAS DESPACHADAS,RECETAS DESPACHADAS CE,MENORES 1 AÑO TERCERA DOSIS PENTAVALENTE,MUESTRAS PROCESADAS X PAP CERVICO VAGINA,PRIMERA CONSULTA EXTERNA M. PREVENTIVA,CRED ADOLESCENTES,CRED NIÑOS,MAMOGRAFIAS PREVENTIVAS 50 A 74 (RESULTA,ACTIVIDADES EDUCACION GRUPAL TS,ATENCIONES PSICOLOGICAS,CONTROL DE ENFERMERIA,CONTROL DE NUTRICION,CONTROL DE OBSTETRICIA,CONTROL DE TRABAJO SOCIAL,EDUCACION GRUPAL DE ENFERMERIA,EDUCACION GRUPAL DE NUTRICION,EDUCACION GRUPAL DE OBSTETRICIA,PSICOPROFILAXIS DE NUTRICION,PSICOPROFILAXIS DE OBSTETRICIA,PSICOPROFILAXIS ENFERMERIA,VISITAS DOMICILIARIAS,VISITAS DOMICILIARIAS DE NUTRICION,VISITAS DOMICILIARIAS DE OBSTETRICIA,VISITAS DOMICILIARIAS TS,PERSONAL DE ENFERMERIA,PERSONAL DE OBSTETRICIA,PSICOPROFILAXIS DE PSICOLOGIA,VISITAS DOMICILIARIAS DE PSICOLOGIA,PSICOPROFILAXIS TS
P.M. SAN MIGUEL _per_2015-02,228,228,12,0,1,1,67,72,1,228,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,72,1,1,51,52,1,247,863,0,0,0,0,0,0,432,348,1,13,32,4,50,3,0,0,280,0,40,0,0,0,2,0,3,3,2,0,3,0,1,1,0,0,0
P.M. SAN MIGUEL _per_2015-02,156,156,28,0,2,1,98,100,1,156,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,96,1,1,86,90,1,224,514,0,0,0,0,0,0,859,332,1,15,18,93,45,2,0,0,209,0,168,0,2,0,0,0,9,0,0,0,1,0,1,1,0,0,0
P.M. SAN MIGUEL _per_2015-03,115,115,14,0,1,1,95,74,1,115,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,35,1,1,86,90,1,185,758,0,0,0,0,0,0,434,275,4,1,25,3,25,0,0,0,199,0,145,0,0,0,0,0,11,0,2,0,2,0,1,1,0,0,0
P.M. SAN MIGUEL _per_2015-03,118,118,29,0,2,1,74,100,1,118,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,1,1,55,56,1,212,424,0,0,0,0,0,0,592,404,2,7,19,50,35,0,0,0,207,0,51,0,2,0,4,0,3,1,0,0,9,0,1,1,0,0,0
P.M. SAN MIGUEL _per_2015-04,113,113,22,0,1,1,64,100,1,113,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,54,1,1,86,90,1,211,856,0,0,0,0,0,0,651,1078,0,12,44,8,34,0,0,0,231,0,48,0,0,0,3,0,11,0,0,0,1,0,1,1,0,0,0
P.M. SAN MIGUEL _per_2015-04,123,123,44,0,2,1,79,88,1,123,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,59,1,1,65,74,1,142,340,0,0,0,0,0,0,1106,311,0,10,0,30,42,2,0,0,186,0,166,0,2,0,0,0,2,2,1,0,3,0,1,1,0,0,0
P.M. SAN MIGUEL _per_2015-05,114,114,19,0,1,1,97,100,1,114,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,38,1,1,72,90,1,291,641,0,0,0,0,0,0,910,685,1,14,0,2,88,1,0,0,108,0,90,0,0,0,0,0,0,0,1,0,2,0,2,1,0,0,0
P.M. SAN MIGUEL _per_2015-05,95,95,41,0,2,1,56,64,2,95,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,1,1,80,74,1,165,582,0,0,0,0,0,0,1001,867,0,11,40,12,18,13,0,0,320,0,56,0,1,0,0,0,2,0,0,0,4,0,1,1,0,0,0
P.M. SAN MIGUEL _per_2015-06,98,98,20,0,2,1,70,76,1,98,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,64,1,1,70,90,1,335,598,0,0,0,0,0,0,841,861,0,10,20,10,37,0,0,0,384,0,76,0,0,0,0,0,2,0,0,0,3,0,1,1,0,0,0
P.M. SAN MIGUEL _per_2015-06,54,54,26,0,1,1,99,100,1,54,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,49,1,1,85,74,1,208,779,0,0,0,0,0,0,1294,760,1,11,41,29,43,0,0,0,145,0,129,0,0,0,0,0,2,0,2,0,1,0,1,1,0,0,0
P.M. SAN MIGUEL _per_2015-07,113,90,43,0,2,1,85,100,1,113,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,54,1,1,66,72,1,284,710,0,0,0,0,0,0,801,434,1,17,65,19,48,0,0,0,180,0,110,0,2,0,0,0,2,0,0,0,2,0,1,1,0,0,0
P.M. SAN MIGUEL _per_2015-07,90,113,27,0,1,1,100,100,1,90,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,1,1,80,90,1,234,533,0,0,0,0,0,0,1283,1241,3,8,12,11,74,6,0,0,377,0,49,0,0,0,0,0,4,0,2,0,6,0,1,1,0,0,0
P.M. SAN MIGUEL _per_2015-08,106,98,51,0,2,1,100,100,1,106,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,63,1,1,80,90,1,382,563,0,0,0,0,0,0,752,1200,3,9,70,22,45,4,0,0,166,0,180,0,2,0,0,0,4,1,0,0,6,0,1,1,0,0,0
P.M. SAN MIGUEL _per_2015-08,98,106,33,0,1,1,100,100,1,98,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,83,1,1,74,76,1,269,677,0,0,0,0,0,0,1243,430,4,9,6,7,83,1,0,0,502,0,60,0,0,0,0,0,6,0,2,0,3,0,1,1,0,0,0
P.M. SAN MIGUEL _per_2015-09,84,76,50,0,2,1,85,90,1,84,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,24,1,1,80,90,1,271,697,0,0,0,0,0,0,1317,482,2,13,64,4,57,0,0,0,197,0,130,0,1,0,0,0,4,0,4,0,3,0,1,1,0,0,0
P.M. SAN MIGUEL _per_2015-09,76,84,21,0,1,1,100,100,1,76,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,53,1,1,74,74,1,274,542,0,0,0,0,0,0,844,1255,1,14,15,10,52,0,0,0,398,0,52,0,0,0,2,0,6,0,0,0,7,0,1,1,0,0,0
P.M. SAN MIGUEL _per_2015-10,51,51,35,0,1,1,80,100,1,51,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,31,1,1,91,95,1,305,715,0,0,0,0,0,0,594,262,1,13,60,28,62,5,0,0,417,0,165,0,0,0,2,0,0,0,8,0,7,0,1,1,0,0,0
P.M. SAN MIGUEL _per_2015-10,55,55,14,0,2,1,98,100,1,55,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,69,1,1,98,100,1,272,598,0,0,0,0,0,0,1479,1378,2,14,6,8,37,0,0,0,296,0,94,0,1,0,0,0,8,0,0,0,2,0,1,1,0,0,0
P.M. SAN MIGUEL _per_2015-11,42,42,27,0,1,1,77,100,1,42,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,47,1,1,93,76,1,280,526,0,0,0,0,0,0,751,376,1,21,42,9,57,6,0,0,248,0,85,0,0,0,2,0,7,0,6,0,4,0,1,1,0,0,0
P.M. SAN MIGUEL _per_2015-11,71,71,19,0,2,1,100,78,1,71,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,48,1,1,70,100,1,319,744,0,0,0,0,0,0,1218,1127,1,20,11,5,35,1,0,0,366,0,216,0,2,0,0,0,0,0,0,0,2,0,1,1,0,0,0
P.M. SAN MIGUEL _per_2015-12,39,17,11,0,2,1,70,80,1,39,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,1,1,100,100,1,346,720,0,0,0,0,0,0,816,153,0,17,40,11,50,0,0,0,296,0,207,0,2,0,2,0,10,0,0,0,6,0,1,1,0,0,0
P.M. SAN MIGUEL _per_2015-12,17,39,22,0,1,1,70,80,1,17,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,50,1,1,99,100,1,285,517,0,0,0,0,0,0,962,903,4,16,6,3,34,6,0,0,370,0,44,0,0,0,0,0,2,0,4,0,3,0,1,1,0,0,0
P.M. SAN MIGUEL _per_2015-TOTAL,1285,1285,397,0,1,1,925,990,1,1285,4915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,750,1,1,849,1105,1,3339,6382,0,0,0,0,0,0,11635,4873,23,152,129,76,531,16,0,0,3998,0,702,0,0,0,18,0,27,10,39,0,62,0,12,12,0,0,0
P.M. SAN MIGUEL _per_2015-TOTAL,1202,1202,253,0,2,1,1097,1180,1,1202,4204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,807,1,1,1033,887,1,2883,8908,0,0,0,0,0,0,9678,10913,18,147,569,394,625,51,0,0,2520,0,1895,0,22,0,0,0,81,0,0,0,24,0,13,12,0,0,0
P.M. SAN PABLO _per_2015-01,271,271,16,0,1,1,100,100,1,271,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,893,463,0,0,118,26,66,0,0,0,286,0,207,0,2,0,2,0,2,3,3,0,5,0,1,1,0,0,0
P.M. SAN PABLO _per_2015-02,180,180,15,0,1,1,100,100,1,180,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,858,473,0,22,111,8,46,13,0,0,222,0,170,0,4,0,2,0,5,3,3,0,4,0,1,1,0,0,0
P.M. SAN PABLO _per_2015-03,178,178,16,0,1,1,100,100,1,178,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1036,627,2,9,101,25,49,1,0,0,255,0,182,0,6,0,2,0,4,3,5,0,5,0,1,1,0,0,0
P.M. SAN PABLO _per_2015-04,104,104,7,0,1,1,100,100,1,104,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261,647,0,6,86,7,40,0,0,0,291,0,184,0,3,0,2,0,4,3,4,0,4,0,1,1,0,0,0
P.M. SAN PABLO _per_2015-05,59,59,8,0,1,1,90,90,1,59,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,939,561,0,12,82,9,33,0,0,0,148,0,134,0,0,0,0,0,4,0,0,0,1,0,1,1,0,0,0
P.M. SAN PABLO _per_2015-06,104,104,7,0,1,1,100,100,1,104,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,962,637,1,7,74,15,37,0,0,0,150,0,144,0,0,0,1,0,4,0,0,0,1,0,1,1,0,0,0
P.M. SAN PABLO _per_2015-07,46,46,10,0,1,1,100,100,1,46,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792,388,3,28,94,9,44,9,0,0,203,0,163,0,0,0,1,0,4,0,3,0,3,0,1,1,0,0,0
P.M. SAN PABLO _per_2015-08,38,38,15,0,1,1,100,100,1,38,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1154,589,0,0,51,25,57,2,0,0,192,0,174,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0
P.M. SAN PABLO _per_2015-09,42,42,12,0,1,1,100,100,1,42,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060,593,3,14,84,5,56,0,0,0,161,0,115,0,0,0,0,0,4,0,3,0,1,0,1,1,0,0,0
P.M. SAN PABLO _per_2015-10,30,30,6,0,1,1,100,100,1,30,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,969,503,1,25,64,5,45,1,0,0,146,0,119,0,0,0,0,0,4,0,1,0,1,0,1,1,0,0,0
P.M. SAN PABLO _per_2015-11,28,28,10,0,1,1,100,100,1,28,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,543,0,22,70,3,37,1,0,0,145,0,107,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
P.M. SAN PABLO _per_2015-12,16,16,10,0,1,1,80,90,1,16,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,935,272,2,0,72,9,42,11,0,0,217,0,120,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
P.M. SAN PABLO _per_2015-TOTAL,1096,1096,132,0,1,1,1170,1180,1,1096,3578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11883,6296,12,145,1007,146,552,38,0,0,2416,0,1819,0,16,0,11,0,35,12,23,0,26,0,12,12,0,0,0
P.M. SAN PEDRO DE CAJAS _per_2015-01,122,122,0,0,1,1,34,34,1,122,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,23,1,1,10,10,1,32,86,0,0,0,0,0,0,256,220,0,12,15,2,7,0,0,0,65,0,0,0,18,0,4,0,0,0,8,0,6,0,1,0,0,0,0
P.M. SAN PEDRO DE CAJAS _per_2015-02,54,54,5,0,1,1,26,25,1,54,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,11,1,1,6,6,1,18,48,0,0,0,0,0,0,243,202,0,2,15,3,14,0,0,0,132,0,0,0,18,0,4,0,0,0,8,0,6,0,1,0,0,0,0
P.M. SAN PEDRO DE CAJAS _per_2015-03,41,41,6,0,1,1,30,30,1,41,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,15,1,1,7,7,1,21,56,0,0,0,0,0,0,310,268,0,5,15,8,9,3,0,0,132,0,0,0,18,0,4,0,0,0,8,0,6,0,1,0,0,0,0
P.M. SAN PEDRO DE CAJAS _per_2015-04,35,35,2,0,1,1,30,30,1,35,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,13,1,1,7,7,1,22,59,0,0,0,0,0,0,296,267,0,6,15,2,5,4,0,0,132,0,0,0,18,0,3,0,2,0,8,0,6,0,1,0,0,0,0
P.M. SAN PEDRO DE CAJAS _per_2015-05,25,25,9,0,1,1,16,16,1,25,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,4,1,0,1,1,1,5,13,0,0,0,0,0,0,162,146,1,0,0,3,4,0,0,0,90,0,0,0,15,0,0,0,0,0,4,0,1,0,1,0,0,0,0
P.M. SAN PEDRO DE CAJAS _per_2015-06,7,7,3,0,1,1,17,17,1,7,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,6,1,1,6,6,1,18,50,0,0,0,0,0,0,183,150,0,0,0,3,8,0,0,0,136,0,0,0,8,0,0,0,0,0,8,0,0,0,1,0,0,0,0
P.M. SAN PEDRO DE CAJAS _per_2015-07,10,10,2,0,1,1,18,18,1,10,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,17,1,0,7,7,1,22,60,0,0,0,0,0,0,196,167,0,0,0,2,10,0,0,0,147,0,0,0,2,0,0,0,0,0,8,0,0,0,1,0,0,0,0
P.M. SAN PEDRO DE CAJAS _per_2015-08,4,4,1,0,1,1,19,19,1,4,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,8,1,1,3,3,1,10,36,0,0,0,0,0,0,213,173,1,4,10,3,16,0,0,0,125,0,0,0,3,0,0,0,0,0,6,0,0,0,1,0,0,0,0
P.M. SAN PEDRO DE CAJAS _per_2015-09,9,9,3,0,1,1,18,18,1,9,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,12,1,1,9,9,1,29,73,0,0,0,0,0,0,216,164,0,8,10,2,15,0,0,0,134,0,0,0,9,0,0,0,0,0,14,0,0,0,2,0,0,0,0
P.M. SAN PEDRO DE CAJAS _per_2015-10,9,9,2,0,2,2,30,30,1,9,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,7,1,1,5,5,1,15,33,0,0,0,0,0,0,352,270,1,0,12,3,14,0,0,0,138,0,0,0,14,0,0,0,0,0,18,0,0,0,1,0,0,0,0
P.M. SAN PEDRO DE CAJAS _per_2015-11,6,6,0,0,1,1,17,17,1,6,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,8,1,1,5,6,1,15,41,0,0,0,0,0,0,196,159,0,22,5,2,11,6,0,0,101,0,0,0,9,0,0,0,0,0,7,0,0,0,1,0,0,0,0
P.M. SAN PEDRO DE CAJAS _per_2015-12,7,7,2,0,1,1,18,18,1,7,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,34,1,1,11,11,1,34,80,0,0,0,0,0,0,209,128,0,9,4,4,12,4,0,0,124,0,0,0,9,0,0,0,0,0,15,0,0,0,2,0,0,0,0
P.M. SAN PEDRO DE CAJAS _per_2015-TOTAL,329,329,35,0,1,1,273,272,1,329,1378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,126,0,0,0,158,1,1,77,78,1,241,635,0,0,0,0,0,0,2832,2314,3,68,101,37,125,17,0,0,1456,0,0,0,141,0,15,0,2,0,112,0,25,0,14,0,0,0,0
P.M. SAN RAFAEL _per_2015-01,248,248,9,0,1,1,55,60,1,248,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,17,1,1,5,5,1,17,42,129,129,32,32,40,40,662,647,0,0,13,10,19,0,0,0,228,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
P.M. SAN RAFAEL _per_2015-02,182,182,14,0,1,1,60,60,1,182,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,93,1,1,35,35,1,109,275,397,397,38,38,47,47,546,503,1,3,28,7,10,2,0,0,222,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0
P.M. SAN RAFAEL _per_2015-03,165,165,29,0,1,1,70,70,1,165,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,68,1,1,30,30,1,94,246,725,725,45,45,55,55,660,597,1,0,25,12,37,6,0,0,297,0,0,0,7,0,0,0,0,0,2,0,0,0,1,0,0,0,0
P.M. SAN RAFAEL _per_2015-04,86,86,13,0,1,1,49,49,1,86,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,37,1,1,18,18,1,57,144,360,360,37,37,49,49,435,397,1,0,13,3,13,0,0,0,197,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
P.M. SAN RAFAEL _per_2015-05,111,111,15,0,1,1,58,60,1,111,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,63,1,1,32,34,1,102,267,302,302,45,45,55,55,582,532,1,3,9,8,14,3,0,0,247,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0
P.M. SAN RAFAEL _per_2015-06,106,106,32,0,1,1,65,70,1,106,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,1,1,43,45,1,130,335,374,374,55,55,65,65,649,588,0,5,15,2,38,2,0,0,285,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0
P.M. SAN RAFAEL _per_2015-07,90,90,22,0,1,1,65,70,1,90,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,49,1,1,30,30,1,91,243,338,338,49,49,59,59,645,581,1,4,16,5,21,0,0,0,257,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0
P.M. SAN RAFAEL _per_2015-08,83,83,27,0,1,1,65,70,1,83,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,61,1,1,40,40,1,121,316,425,425,55,55,65,65,563,538,1,5,22,12,17,1,0,0,161,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
P.M. SAN RAFAEL _per_2015-09,67,67,19,0,1,1,62,65,1,67,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,1,1,19,19,1,58,149,327,327,48,48,58,58,533,512,1,0,17,7,16,0,0,0,248,0,0,0,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0
P.M. SAN RAFAEL _per_2015-10,59,59,14,0,1,1,65,70,1,59,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,26,1,1,24,24,1,72,181,382,382,51,51,65,65,669,573,0,1,23,5,26,0,0,0,221,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0
P.M. SAN RAFAEL _per_2015-11,80,80,31,0,1,1,72,75,1,80,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,28,1,1,20,20,1,61,156,220,220,49,49,59,59,647,628,1,4,20,14,38,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
