,CONSULTANTES ASEGURADOS,CONSULTANTES DEL SERVICIO,CONSULTANTES NUEVOS,CONSULTAS CAI,CONSULTORIO FUNCIONAL,CONSULTORIOS FISICOS,HORAS MEDICAS EFECTIVAS,HORAS MEDICAS PROGRAMADAS,MEDICOS,TOTAL CONSULTANTES,TOTAL CONSULTAS,CONSULTAS MEDICINA COMPLEMENTARIA,CAMAS HOSPITALARIAS,DEFUNCIONES ANTES 48 HORAS,DEFUNCIONES DESPUES 48 HORAS,DIAS CAMA DISPONIBLES,EGRESOS,ESTANCIA,PACIENTES DIA,REINGRESOS,PACIENTE DIA UNIDAD CORONARIA,CIRUGIA MAYOR ALTA COMPLEJIDAD,CIRUGIA MAYOR BAJA COMPLEJIDAD,CIRUGIA MAYOR MEDIANA COMPLEJIDAD,CIRUGIA MENOR ALTO REQUERIMIENTO,CIRUGIA MENOR BAJO REQUERIMIENTO,HORAS PROGRAMADAS INTERVENCION QUIRURGIC,HORAS USO DE SALA,INTERVENCION QUIRURGICA PROGRAMADAS,INTERVENCIONES QUIRURGICAS SUSPENDIDAS,SALAS QUIRURGICAS FUNCIONALES,CESAREAS,NACIDOS VIVOS,NACIMIENTOS,PARTOS CON COMPLICACION,PARTOS SIN COMPLICACION,N° SALAS DE PARTOS,PACIENTE DIA - PARTOS COMPLICADOS,PACIENTE DIA - PARTOS SIN COMPLICACIÓN,ATENCIONES DE EMERGENCIA I,ATENCIONES DE EMERGENCIA II,ATENCIONES DE EMERGENCIA III,ATENCIONES DE EMERGENCIA IV,EGRESO PACIENTE <=24 HORAS,EGRESO PACIENTE > 24 HORAS,CONSULTANTES ODONTOLOGICOS,CONSULTORIOS FISICOS ODONTOLOGIA,CONSULTORIOS FUNCIONALES ODONTOLOGIA,HORAS ODONTOLOGICAS EFECTIVAS,HORAS ODONTOLOGICAS PROGRAMADAS,ODONTOLOGOS,SESIONES ODONTOLOGICAS,TRABAJOS ODONTOLOGICOS,ANALISIS LABORATORIO CE,EXAMENES DE LABORATORIO,EXAMENES RADIOLOGICOS,EXAMENES RADIOLOGICOS CE,PLACAS RADIOLOGICAS,PLACAS RADIOLOGICAS CE,RECETAS DESPACHADAS,RECETAS DESPACHADAS CE,MENORES 1 AÑO TERCERA DOSIS PENTAVALENTE,MUESTRAS PROCESADAS X PAP CERVICO VAGINA,PRIMERA CONSULTA EXTERNA M. PREVENTIVA,CRED ADOLESCENTES,CRED NIÑOS,MAMOGRAFIAS PREVENTIVAS 50 A 74 (RESULTA,ACTIVIDADES EDUCACION GRUPAL TS,ATENCIONES PSICOLOGICAS,CONTROL DE ENFERMERIA,CONTROL DE NUTRICION,CONTROL DE OBSTETRICIA,CONTROL DE TRABAJO SOCIAL,EDUCACION GRUPAL DE ENFERMERIA,EDUCACION GRUPAL DE NUTRICION,EDUCACION GRUPAL DE OBSTETRICIA,PSICOPROFILAXIS DE NUTRICION,PSICOPROFILAXIS DE OBSTETRICIA,PSICOPROFILAXIS ENFERMERIA,VISITAS DOMICILIARIAS,VISITAS DOMICILIARIAS DE NUTRICION,VISITAS DOMICILIARIAS DE OBSTETRICIA,VISITAS DOMICILIARIAS TS,PERSONAL DE ENFERMERIA,PERSONAL DE OBSTETRICIA,PSICOPROFILAXIS DE PSICOLOGIA,VISITAS DOMICILIARIAS DE PSICOLOGIA,PSICOPROFILAXIS TS
C.M. MALA _per_2015-04,928,928,129,0,4,2,410,426,6,928,2231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,690,0,138,0,219,1,2,144,150,2,435,1138,935,1118,152,127,267,221,8506,5428,17,104,360,15,240,24,0,0,399,303,592,0,0,0,6,0,6,0,8,0,0,0,5,1,0,0,0
C.M. MALA _per_2015-05,626,626,84,0,3,2,320,320,5,626,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1002,0,113,0,301,1,3,181,217,3,541,1447,741,829,165,140,219,178,8479,4699,21,141,237,5,297,24,0,0,477,311,516,0,4,0,8,0,6,0,10,0,0,0,4,1,0,0,0
C.M. MALA _per_2015-06,581,581,82,0,3,2,320,324,5,581,1876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,959,0,151,0,226,1,2,151,203,3,458,1245,664,760,152,124,241,189,8171,4478,25,165,269,7,401,17,0,0,601,282,527,0,0,0,5,0,6,0,6,0,0,0,4,1,0,0,0
C.M. MALA _per_2015-07,453,453,79,0,3,2,330,338,5,453,1821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,764,0,111,0,234,1,3,178,196,3,533,1394,865,921,175,151,341,299,6798,4159,30,115,262,7,283,24,0,0,396,228,464,0,0,0,5,0,6,0,12,0,0,0,4,1,0,0,0
C.M. MALA _per_2015-08,525,525,112,0,3,2,396,420,6,525,2121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,718,0,76,0,206,1,3,199,205,3,604,1652,929,1014,163,132,309,250,8366,5062,17,146,241,12,365,19,0,0,405,282,551,0,0,0,8,0,6,0,12,0,0,0,4,1,0,0,0
C.M. MALA _per_2015-09,418,418,109,0,3,2,316,316,5,418,1776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,854,0,96,0,201,1,3,166,192,3,494,1341,965,1054,193,175,365,342,7316,4082,13,101,262,4,204,9,0,0,459,316,582,0,0,0,9,0,6,0,5,0,0,0,7,1,0,0,0
C.M. MALA _per_2015-10,396,396,111,0,3,2,328,364,7,396,1795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1045,0,99,0,220,1,3,180,207,3,566,1562,1033,1206,209,187,385,362,8144,4258,19,128,190,12,317,25,0,0,335,292,554,0,0,0,8,0,6,0,14,0,0,0,7,1,0,0,0
C.M. MALA _per_2015-11,444,444,126,0,3,2,404,416,6,444,2216,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,904,0,62,0,158,1,3,155,186,3,462,1085,741,1102,279,241,452,429,8649,5428,26,104,318,12,313,35,0,0,424,276,547,0,0,0,13,0,6,0,19,0,0,0,7,1,0,0,0
C.M. MALA _per_2015-12,343,343,84,0,3,2,368,368,6,343,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,942,0,133,0,136,1,3,121,121,3,399,1262,821,1095,247,219,440,411,8785,5012,12,130,210,12,269,24,0,0,431,238,536,0,0,0,2,0,6,0,2,0,0,0,8,1,0,0,0
C.M. MALA _per_2015-TOTAL,8718,8718,1227,0,3,2,4448,4588,6,8718,23922,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,9953,0,1342,0,2679,1,3,1920,2212,3,5810,16031,9863,11969,2104,1792,3679,3231,97287,57495,231,1590,2787,126,3509,292,0,0,4882,3247,6809,0,7,0,77,0,66,0,118,0,0,0,65,12,0,0,0
C.M. METROPOLITANO _per_2015-01,5837,5887,243,2304,16,8,1322,1393,19,5837,6395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1249,3,6,440,452,5,1506,4315,0,0,0,0,0,0,20810,11500,99,426,464,2,722,203,2,289,1098,252,714,336,0,2,16,0,24,0,2,0,0,1,9,3,0,0,0
C.M. METROPOLITANO _per_2015-02,3666,4005,289,1994,16,8,1121,1142,18,3666,5686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,877,3,6,416,436,5,1417,4232,0,0,0,0,0,0,20390,11308,99,319,396,7,712,136,3,301,1131,440,324,296,0,0,4,0,9,0,0,4,0,1,8,2,0,0,0
C.M. METROPOLITANO _per_2015-03,4039,4571,418,2663,16,8,1564,1646,19,4039,7694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,905,3,6,544,504,6,1699,4719,0,0,0,0,0,0,24326,13864,106,381,516,4,827,169,2,284,1188,490,555,388,0,1,9,0,20,0,0,0,0,0,8,3,0,0,0
C.M. METROPOLITANO _per_2015-04,3391,3967,414,2220,16,8,1628,1798,19,3391,7779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799,3,6,520,568,6,1611,4673,0,0,0,0,0,0,24513,14939,91,296,3335,4,840,154,8,366,1395,446,621,360,0,1,6,0,29,0,0,0,0,0,9,3,0,0,0
C.M. METROPOLITANO _per_2015-05,3105,3843,402,1943,16,8,1719,1830,20,3105,8273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,762,3,6,520,544,6,1623,4804,0,0,0,0,0,0,25439,16077,90,444,2737,6,792,205,4,385,1407,444,723,368,0,4,0,0,21,0,8,0,0,1,10,3,0,0,0
C.M. METROPOLITANO _per_2015-06,2435,3257,399,2432,16,8,1454,1510,20,2435,7442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564,3,6,452,544,6,1367,3800,0,0,0,0,0,0,25863,15025,93,438,2264,3,716,186,4,285,1183,426,1201,348,0,4,5,0,24,0,0,0,4,1,8,4,0,1,0
C.M. METROPOLITANO _per_2015-07,2349,3143,427,2315,16,8,1711,1871,23,2349,8135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614,3,6,476,540,6,1422,4002,0,0,0,0,0,0,26206,16853,109,288,1966,2,764,230,2,215,1333,403,776,304,0,1,4,0,13,0,4,0,4,1,8,2,0,0,0
C.M. METROPOLITANO _per_2015-08,2620,3528,575,2304,16,8,1945,2010,24,2620,9242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513,3,6,416,444,6,1272,3531,0,0,0,0,0,0,26601,17700,101,371,1760,3,834,172,2,337,1450,260,836,188,0,4,4,0,27,0,16,0,0,2,11,3,0,8,0
C.M. METROPOLITANO _per_2015-09,2704,3601,593,2184,15,8,2045,2074,25,2704,9873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,663,3,6,572,572,6,1704,4654,0,0,0,0,0,0,25795,16906,116,561,1781,2,771,160,2,391,1322,464,756,376,0,4,3,0,30,0,12,0,2,1,11,3,0,4,0
C.M. METROPOLITANO _per_2015-10,1955,2707,472,2171,15,8,1721,1981,24,1955,8215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,641,3,6,548,600,6,1668,4588,0,0,0,0,0,0,24821,16290,88,740,1329,1,802,243,0,219,1144,424,821,12,0,2,6,0,24,0,0,0,2,0,8,3,0,0,0
C.M. METROPOLITANO _per_2015-11,2179,2905,532,2255,15,8,2001,2047,24,2179,9631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598,3,6,604,604,6,1776,4824,0,0,0,0,0,0,24933,16632,112,682,1374,3,760,334,4,260,896,490,723,348,0,3,3,0,32,0,4,0,2,1,8,4,0,0,0
C.M. METROPOLITANO _per_2015-12,1655,2381,472,1920,15,8,1844,2030,24,1655,8673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576,3,6,543,611,6,1617,4281,0,0,0,0,0,0,24888,16629,100,653,1212,3,757,245,4,234,1171,470,715,364,0,2,3,0,33,0,4,0,2,0,7,3,0,0,0
C.M. METROPOLITANO _per_2015-TOTAL,35935,43795,5236,26705,16,8,20075,21332,22,35935,97038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8761,3,6,6051,6419,6,18682,52423,0,0,0,0,0,0,294585,183723,1204,5599,19134,40,9297,2437,37,3566,14718,5009,8765,3688,0,28,63,0,286,0,50,4,16,9,105,36,0,13,0
C.M. PAMPAS _per_2015-01,834,834,314,0,4,2,264,264,2,834,1411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,36,0,0,0,371,1,2,150,150,1,584,1280,347,1259,39,39,39,39,2406,1850,6,42,96,22,114,8,0,37,754,424,319,0,5,0,7,0,5,0,7,4,5,0,3,1,18,2,0
C.M. PAMPAS _per_2015-02,474,474,192,0,4,2,220,240,2,474,1158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,0,0,0,297,1,2,93,93,1,412,930,398,1277,40,40,40,40,1829,1286,5,50,60,18,88,19,0,8,685,349,364,0,5,0,5,0,5,0,12,4,4,0,3,1,0,0,0
C.M. PAMPAS _per_2015-03,689,689,225,0,4,2,210,220,2,689,1411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,41,0,0,0,298,1,2,100,100,1,468,1076,552,949,80,80,80,80,2611,1891,8,56,273,14,124,25,0,203,862,334,418,0,6,0,6,0,4,0,10,6,5,0,3,1,0,5,0
C.M. PAMPAS _per_2015-04,318,318,119,0,4,2,200,200,2,318,1176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,36,0,0,0,335,1,2,100,100,1,613,1907,1631,1825,80,80,80,80,2838,2211,7,60,184,31,81,20,0,224,571,261,419,0,10,3,6,0,5,0,15,8,5,0,3,1,0,5,0
C.M. PAMPAS _per_2015-05,259,259,96,0,4,2,195,195,2,259,1121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,0,0,0,318,1,2,126,150,1,572,1430,882,984,80,80,80,80,2627,2042,4,50,78,22,97,12,0,459,725,287,461,0,8,1,2,0,3,0,95,14,0,0,3,1,4,4,0
C.M. PAMPAS _per_2015-06,273,273,103,0,4,2,200,200,2,273,1143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,36,0,0,0,368,1,2,150,150,1,577,1443,1141,1396,85,85,85,85,2654,2081,6,50,71,15,100,14,0,381,740,382,306,0,10,1,3,0,0,0,12,8,5,0,3,1,24,10,0
C.M. PAMPAS _per_2015-07,333,333,70,0,4,2,220,220,2,333,1522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,40,0,0,0,301,1,2,140,150,1,617,1543,981,2453,75,75,75,75,2266,1762,7,55,53,2,94,13,0,409,820,341,383,0,5,0,4,0,0,0,10,8,15,0,3,1,0,12,0
C.M. PAMPAS _per_2015-08,202,202,69,0,4,2,190,190,2,202,1053,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,39,0,0,0,260,1,2,150,150,1,578,1445,1176,1590,71,71,71,71,2406,1946,7,45,32,15,80,8,0,218,695,142,514,0,4,0,8,0,4,0,13,10,2,0,3,1,4,11,0
C.M. PAMPAS _per_2015-09,197,197,83,0,4,2,195,195,2,197,1186,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,35,0,0,0,265,1,2,150,150,1,713,1783,165,165,90,90,90,90,2951,2406,7,55,107,12,115,16,0,385,710,135,175,0,10,0,2,0,11,0,12,12,12,0,3,1,20,22,0
C.M. PAMPAS _per_2015-10,212,212,130,0,4,2,200,200,2,212,1216,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,201,1,2,150,150,1,735,1838,486,486,90,90,90,90,2838,2369,10,55,35,27,121,7,0,296,632,135,175,0,10,0,8,0,16,0,12,12,18,0,1,1,12,15,0
C.M. PAMPAS _per_2015-11,283,283,61,0,4,2,210,210,2,283,1466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,44,0,0,0,627,1,2,150,150,1,1404,3510,596,708,99,99,99,99,2949,2291,5,60,132,15,82,12,0,151,717,0,164,0,0,0,6,0,16,0,6,0,15,0,1,1,6,0,0
C.M. PAMPAS _per_2015-12,179,179,122,0,4,2,180,180,2,179,1070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,24,0,0,0,157,1,2,145,145,1,642,1605,2210,2274,0,0,0,0,2560,2153,2,55,67,15,90,12,0,249,160,0,164,0,8,0,9,0,12,0,13,0,15,0,1,1,1,10,0
C.M. PAMPAS _per_2015-TOTAL,4253,4253,1584,0,4,2,2484,2514,2,4253,14933,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,400,0,0,0,3798,1,2,1604,1638,1,7915,19790,10565,15366,829,829,829,829,30935,24288,74,633,1188,208,1186,166,0,3020,8071,2790,3862,0,81,5,66,0,81,0,217,86,101,0,30,12,89,96,0
C.M. PAUCARTAMBO _per_2015-01,205,205,12,0,2,1,46,46,1,205,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,1,2,42,42,1,125,338,0,0,32,32,53,53,475,426,0,9,32,4,11,3,0,0,31,0,35,0,2,0,0,0,4,0,0,0,0,0,1,1,0,0,0
C.M. PAUCARTAMBO _per_2015-02,136,136,24,0,2,1,47,47,1,136,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1,2,40,40,1,121,277,0,0,24,24,44,44,562,504,0,6,22,5,10,1,0,0,36,0,34,0,2,0,0,0,4,0,0,0,0,0,1,1,0,0,0
C.M. PAUCARTAMBO _per_2015-03,123,126,27,0,2,1,49,49,1,126,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1,2,37,37,1,110,270,0,0,29,29,43,43,558,513,0,4,24,0,4,0,0,0,23,0,69,0,2,0,0,0,4,0,0,0,0,0,1,1,0,0,0
C.M. PAUCARTAMBO _per_2015-04,142,143,41,0,2,1,47,47,1,143,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,1,2,56,56,1,155,405,0,0,30,30,51,51,669,581,0,3,12,11,17,0,0,0,54,0,90,0,5,0,0,0,4,0,0,0,0,0,1,1,0,0,0
C.M. PAUCARTAMBO _per_2015-05,66,69,14,0,2,1,43,43,1,69,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,2,29,29,1,86,197,0,0,26,26,40,40,500,444,0,11,14,6,14,0,0,0,47,0,34,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
C.M. PAUCARTAMBO _per_2015-06,123,125,69,0,2,1,60,60,1,125,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1,2,41,41,1,123,272,0,0,18,18,21,21,663,581,0,10,14,4,8,0,0,0,34,0,81,0,5,0,0,0,2,0,0,0,1,0,1,1,0,0,0
C.M. PAUCARTAMBO _per_2015-07,60,61,25,0,2,1,45,45,1,61,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,2,29,29,1,86,212,0,0,16,16,22,22,554,495,0,13,36,3,9,0,0,0,67,0,68,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0
C.M. PAUCARTAMBO _per_2015-08,61,64,20,0,2,1,50,50,1,64,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1,2,47,47,1,140,320,0,0,27,27,34,34,582,491,0,7,41,29,24,0,0,0,73,0,62,0,15,0,0,0,2,0,1,0,2,0,1,1,0,0,0
C.M. PAUCARTAMBO _per_2015-09,90,90,33,0,2,1,55,55,1,90,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1,2,38,38,1,116,281,0,0,28,28,49,49,647,572,0,7,40,0,3,0,0,0,13,0,67,0,2,0,1,0,3,0,1,0,4,0,1,1,0,0,0
C.M. PAUCARTAMBO _per_2015-10,79,81,38,0,2,1,55,55,1,81,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,2,34,34,1,103,227,0,0,24,24,40,40,607,555,0,7,38,2,5,0,0,0,0,0,64,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
C.M. PAUCARTAMBO _per_2015-11,43,43,19,0,2,1,53,53,1,43,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,2,33,33,1,100,256,0,0,23,23,32,32,605,550,0,17,41,3,34,2,0,0,33,0,47,0,2,0,4,0,3,0,0,0,2,0,1,1,0,0,0
C.M. PAUCARTAMBO _per_2015-12,38,41,19,0,2,1,42,42,1,41,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,2,47,47,1,142,325,0,0,13,13,14,14,483,421,0,13,33,6,18,1,0,0,0,0,68,0,0,0,1,0,3,0,0,0,0,0,1,1,0,0,0
C.M. PAUCARTAMBO _per_2015-TOTAL,1166,1184,341,0,2,1,592,592,1,1184,3010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557,1,2,473,473,1,1407,3380,0,0,290,290,443,443,6905,6133,0,107,347,73,157,7,0,0,411,0,719,0,40,0,8,0,31,0,2,0,10,0,12,12,0,0,0
C.M. SAN FRANCISCO _per_2015-01,1929,2386,128,754,7,5,548,566,6,1929,2550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474,2,3,178,187,2,551,1615,1336,2297,296,158,478,241,8197,3803,44,248,545,4,444,64,0,284,0,183,117,0,0,6,4,0,6,0,0,0,4,0,6,1,0,0,0
C.M. SAN FRANCISCO _per_2015-02,996,1743,108,394,7,5,453,465,7,996,2124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461,2,3,205,213,2,629,1672,891,1561,207,106,385,199,6891,3375,44,104,397,6,399,36,0,284,1133,197,323,0,1,7,4,0,6,0,0,0,4,0,6,1,0,0,0
C.M. SAN FRANCISCO _per_2015-03,927,2205,128,811,7,5,632,656,6,927,2917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,2,3,227,276,2,676,1798,1360,2396,324,198,573,339,8824,4450,40,231,553,5,520,68,0,222,922,200,599,0,4,4,4,0,6,0,0,0,4,0,6,1,0,0,0
C.M. SAN FRANCISCO _per_2015-04,698,1892,110,743,7,5,608,670,7,698,2754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,2,3,240,220,2,708,1919,1527,2357,82,55,152,104,8644,4513,32,145,430,19,441,72,0,183,1044,219,544,0,2,1,4,0,6,0,0,0,4,0,6,1,0,0,0
C.M. SAN FRANCISCO _per_2015-05,582,1701,108,760,7,5,633,711,7,582,2742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,2,3,267,277,2,795,2113,1580,2640,179,98,309,174,8770,4627,42,200,479,16,239,81,0,216,955,211,430,0,1,1,6,0,6,0,1,0,2,0,6,1,0,0,0
C.M. SAN FRANCISCO _per_2015-06,640,1745,160,268,7,5,660,755,7,640,3015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,2,3,231,263,2,684,1821,1401,2218,412,251,758,448,8811,5023,28,114,472,5,111,84,0,225,508,154,306,0,2,2,8,0,6,0,0,0,2,0,6,1,0,0,0
C.M. SAN FRANCISCO _per_2015-07,443,1455,123,739,7,5,579,722,7,443,2637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,2,3,254,274,2,765,2054,1418,2145,151,112,319,238,7445,4748,40,328,504,1,385,76,0,272,561,170,0,0,2,2,6,0,6,0,0,0,2,0,6,1,0,0,0
C.M. SAN FRANCISCO _per_2015-08,547,1423,137,1097,7,5,633,673,7,547,2818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,2,3,252,252,2,754,2022,2308,3005,333,247,734,539,9244,4707,44,283,417,2,305,91,0,298,625,183,0,0,1,1,6,0,6,0,1,0,2,0,6,1,0,0,0
C.M. SAN FRANCISCO _per_2015-09,607,1721,178,443,7,5,738,766,7,607,3385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,2,3,320,326,2,959,2614,2061,3107,424,292,974,689,8399,5478,43,238,532,3,472,56,0,316,686,172,0,0,2,1,8,0,6,0,0,0,2,0,6,1,0,0,0
C.M. SAN FRANCISCO _per_2015-10,392,1012,135,732,6,5,524,577,6,392,2547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,2,3,225,239,2,684,1885,1812,2949,578,438,1292,978,9307,4317,32,180,373,3,416,58,0,279,549,139,0,0,1,0,8,0,6,0,0,0,2,0,6,1,0,0,0
C.M. SAN FRANCISCO _per_2015-11,499,1689,147,822,7,5,757,777,7,499,3651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,2,3,320,332,2,920,2407,2473,3588,509,463,858,788,7899,5591,32,513,618,1,472,76,0,296,504,211,0,0,1,2,8,0,6,0,0,0,2,0,6,1,0,0,0
